timestamp,brut,moyenne,minMax,FalseTrue
1680704721,398.000000,600.000000,34.000000,0.000000
1680704721,398.000000,600.000000,88.000000,0.000000
1680704721,398.000000,600.000000,162.000000,0.000000
1680704721,398.000000,600.000000,251.000000,0.000000
1680704721,398.000000,600.000000,346.000000,0.000000
1680704721,398.000000,600.000000,435.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,398.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,1023.000000
1680704721,391.000000,600.000000,34.000000,0.000000
1680704721,391.000000,600.000000,88.000000,0.000000
1680704721,391.000000,600.000000,162.000000,0.000000
1680704721,391.000000,600.000000,251.000000,0.000000
1680704721,391.000000,600.000000,346.000000,0.000000
1680704721,391.000000,600.000000,435.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,34.000000,0.000000
1680704721,391.000000,600.000000,88.000000,0.000000
1680704721,391.000000,600.000000,162.000000,0.000000
1680704721,391.000000,600.000000,251.000000,0.000000
1680704721,391.000000,600.000000,346.000000,0.000000
1680704721,391.000000,600.000000,435.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,34.000000,0.000000
1680704721,391.000000,600.000000,88.000000,0.000000
1680704721,391.000000,600.000000,162.000000,0.000000
1680704721,391.000000,600.000000,251.000000,0.000000
1680704721,391.000000,600.000000,346.000000,0.000000
1680704721,391.000000,600.000000,435.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,34.000000,0.000000
1680704721,391.000000,600.000000,88.000000,0.000000
1680704721,391.000000,600.000000,162.000000,0.000000
1680704721,391.000000,600.000000,251.000000,0.000000
1680704721,391.000000,600.000000,346.000000,0.000000
1680704721,391.000000,600.000000,435.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,391.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,34.000000,0.000000
1680704721,403.000000,600.000000,88.000000,0.000000
1680704721,403.000000,600.000000,162.000000,0.000000
1680704721,403.000000,600.000000,251.000000,0.000000
1680704721,403.000000,600.000000,346.000000,0.000000
1680704721,403.000000,600.000000,435.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,34.000000,0.000000
1680704721,403.000000,600.000000,88.000000,0.000000
1680704721,403.000000,600.000000,162.000000,0.000000
1680704721,403.000000,600.000000,251.000000,0.000000
1680704721,403.000000,600.000000,346.000000,0.000000
1680704721,403.000000,600.000000,435.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,34.000000,0.000000
1680704721,403.000000,600.000000,88.000000,0.000000
1680704721,403.000000,600.000000,162.000000,0.000000
1680704721,403.000000,600.000000,251.000000,0.000000
1680704721,403.000000,600.000000,346.000000,0.000000
1680704721,403.000000,600.000000,435.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,34.000000,0.000000
1680704721,419.000000,600.000000,88.000000,0.000000
1680704721,419.000000,600.000000,162.000000,0.000000
1680704721,419.000000,600.000000,251.000000,0.000000
1680704721,419.000000,600.000000,346.000000,0.000000
1680704721,419.000000,600.000000,435.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,419.000000,600.000000,509.000000,0.000000
1680704721,430.000000,600.000000,509.000000,0.000000
1680704721,430.000000,600.000000,509.000000,0.000000
1680704721,430.000000,600.000000,509.000000,0.000000
1680704721,430.000000,600.000000,509.000000,0.000000
1680704721,430.000000,600.000000,509.000000,0.000000
1680704721,430.000000,600.000000,509.000000,0.000000
1680704721,430.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,34.000000,0.000000
1680704721,411.000000,600.000000,88.000000,0.000000
1680704721,411.000000,600.000000,162.000000,0.000000
1680704721,411.000000,600.000000,251.000000,0.000000
1680704721,411.000000,600.000000,346.000000,0.000000
1680704721,411.000000,600.000000,435.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,34.000000,0.000000
1680704721,435.000000,600.000000,88.000000,0.000000
1680704721,435.000000,600.000000,162.000000,0.000000
1680704721,435.000000,600.000000,251.000000,0.000000
1680704721,435.000000,600.000000,346.000000,0.000000
1680704721,435.000000,600.000000,435.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,435.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,403.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704721,411.000000,600.000000,509.000000,0.000000
1680704722,411.000000,600.000000,34.000000,0.000000
1680704722,411.000000,600.000000,88.000000,0.000000
1680704722,411.000000,600.000000,162.000000,0.000000
1680704722,411.000000,600.000000,251.000000,0.000000
1680704722,411.000000,600.000000,346.000000,0.000000
1680704722,411.000000,600.000000,435.000000,0.000000
1680704722,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704723,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,34.000000,0.000000
1680704724,411.000000,600.000000,88.000000,0.000000
1680704724,411.000000,600.000000,162.000000,0.000000
1680704724,411.000000,600.000000,251.000000,0.000000
1680704724,411.000000,600.000000,346.000000,0.000000
1680704724,411.000000,600.000000,435.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
1680704724,411.000000,600.000000,509.000000,0.000000
