time,Channel A Last (V),Channel B Last (V)
1681200136,1.027,0.105
1681200136,1.028,0.081
1681200136,1.028,0.111
1681200136,1.027,0.122
1681200136,1.027,0.111
1681200136,1.03,0.126
1681200136,1.03,0.118
1681200136,1.024,0.034
1681200136,1.028,0.093
1681200136,1.026,0.121
1681200136,1.027,0.077
1681200136,1.03,0.099
1681200136,1.03,0.114
1681200136,1.028,0.078
1681200136,1.03,0.117
1681200136,1.028,0.106
1681200136,1.033,0.151
1681200136,1.031,0.116
1681200136,1.028,0.112
1681200137,1.026,0.094
1681200137,1.027,0.132
1681200137,1.027,0.076
1681200137,1.025,0.096
1681200137,1.028,0.129
1681200137,1.024,0.08
1681200137,1.028,0.107
1681200137,1.028,0.103
1681200137,1.027,0.091
1681200137,1.027,0.101
1681200137,1.026,0.125
1681200137,1.029,0.097
1681200137,1.028,0.083
1681200137,1.03,0.122
1681200137,1.028,0.108
1681200137,1.028,0.135
1681200137,1.029,0.103
1681200137,1.025,0.094
1681200137,1.029,0.099
1681200137,1.032,0.163
1681200138,1.029,0.1
1681200138,1.027,0.04
1681200138,1.028,0.068
1681200138,1.029,0.132
1681200138,1.028,0.089
1681200138,1.461,0.095
1681200138,2.466,0.091
1681200138,2.463,0.097
1681200138,2.464,0.095
1681200138,2.448,-0.04
1681200138,2.465,0.153
1681200138,2.464,0.119
1681200138,2.464,0.087
1681200138,2.463,0.077
1681200138,2.465,0.118
1681200138,2.464,0.088
1681200138,2.463,0.075
1681200138,2.458,0.052
1681200138,2.463,0.075
1681200138,2.092,0.094
1681200139,1.029,0.078
1681200139,1.027,0.097
1681200139,1.028,0.139
1681200139,1.026,0.048
1681200139,1.034,0.132
1681200139,1.029,8.201
1681200139,1.031,8.204
1681200139,1.028,8.206
1681200139,1.024,8.185
1681200139,1.026,8.204
1681200139,1.026,8.202
1681200139,1.027,8.203
1681200139,1.028,8.202
1681200139,1.026,8.194
1681200139,1.027,8.187
1681200139,1.028,8.204
1681200139,1.027,8.198
1681200139,1.029,1.716
1681200139,1.03,0.1
1681200139,1.025,0.085
1681200140,1.029,0.11
1681200140,1.027,0.125
1681200140,1.026,0.12
1681200140,1.027,0.118
1681200140,1.031,0.101
1681200140,1.027,0.11
1681200140,1.028,0.097
1681200140,1.029,0.091
1681200140,1.027,0.108
1681200140,1.028,0.113
1681200140,1.027,0.113
1681200140,1.028,0.105
1681200140,1.029,0.108
1681200140,1.031,0.101
1681200140,1.025,0.095
1681200140,1.03,0.101
1681200140,1.024,0.105
1681200140,1.027,0.108
1681200140,1.026,0.101
1681200140,1.028,0.107
1681200141,1.029,0.105
1681200141,1.027,0.105
1681200141,1.025,0.108
1681200141,1.029,0.107
1681200141,1.031,0.106
1681200141,1.025,0.11
1681200141,1.025,0.117
1681200141,1.028,0.109
1681200141,1.026,0.101
1681200141,1.027,0.099
1681200141,1.027,0.108
1681200141,1.027,0.101
1681200141,1.026,0.101
1681200141,1.027,0.105
1681200141,1.025,0.095
1681200141,1.024,0.103
1681200141,1.025,0.103
1681200141,1.028,0.103
1681200141,1.026,0.101
1681200141,1.027,0.106
1681200142,1.028,0.107
1681200142,1.024,0.102
1681200142,1.026,0.104
1681200142,1.028,0.099
1681200142,1.029,0.103
1681200142,1.027,0.111
1681200142,1.025,0.103
1681200142,1.027,0.107
1681200142,1.028,0.108
1681200142,1.027,0.103
1681200142,1.025,0.107
1681200142,1.027,0.116
1681200142,1.027,0.105
1681200142,1.026,0.102
1681200142,1.027,0.109
1681200142,1.025,0.104
1681200142,1.023,0.107
1681200142,1.029,0.099
1681200142,1.026,0.109
1681200142,1.027,0.107
1681200143,1.026,0.105
1681200143,1.026,0.104
1681200143,1.029,0.109
1681200143,1.028,0.102
1681200143,1.026,0.1
1681200143,1.024,0.106
1681200143,1.031,0.114
1681200143,1.027,0.105
1681200143,1.024,0.095
1681200143,1.024,0.094
1681200143,1.029,0.102
1681200143,1.026,0.112
1681200143,1.027,0.104
1681200143,1.027,0.1
1681200143,1.029,0.095
1681200143,1.026,0.1
1681200143,1.028,0.099
1681200143,1.026,0.105
1681200143,1.03,0.106
1681200143,1.027,0.094
1681200144,1.027,0.107
1681200144,1.027,0.104
1681200144,1.027,0.089
1681200144,1.03,0.117
1681200144,1.025,0.092
1681200144,1.027,0.117
1681200144,1.027,0.107
1681200144,1.029,0.106
1681200144,1.025,0.107
1681200144,1.024,0.108
1681200144,1.026,0.1
1681200144,1.029,0.096
1681200144,1.027,0.11
1681200144,1.028,0.108
1681200144,1.025,0.107
1681200144,1.025,0.107
1681200144,1.028,0.099
1681200144,1.026,0.101
1681200144,1.025,0.102
1681200144,1.026,0.113
1681200145,1.025,0.105
1681200145,1.027,0.109
1681200145,1.025,0.107
1681200145,1.028,0.111
1681200145,1.025,0.106
1681200145,1.025,0.105
1681200145,1.025,0.097
1681200145,1.027,0.104
1681200145,1.027,0.109
1681200145,1.027,0.099
1681200145,1.024,0.112
1681200145,1.027,0.102
1681200145,1.028,0.102
1681200145,1.027,0.103
1681200145,1.023,0.098
1681200145,1.025,0.109
1681200145,1.025,0.107
1681200145,1.025,0.104
1681200145,1.027,0.107
1681200145,1.026,0.104
1681200146,1.028,0.108
1681200146,1.025,0.102
1681200146,1.024,0.105
1681200146,1.027,0.108
1681200146,1.025,0.1
1681200146,1.026,0.112
1681200146,1.026,0.108
1681200146,1.03,0.115
1681200146,1.025,0.106
1681200146,1.025,0.092
1681200146,1.029,0.099
1681200146,1.029,0.107
1681200146,1.025,0.103
1681200146,1.028,0.102
1681200146,1.027,0.1
1681200146,1.027,0.11
1681200146,1.025,0.097
1681200146,1.027,0.104
1681200146,1.028,0.098
1681200146,1.026,0.107
1681200147,1.029,0.108
1681200147,1.03,0.113
1681200147,1.025,0.105
1681200147,1.03,0.104
1681200147,1.027,0.103
1681200147,1.028,0.103
1681200147,1.026,0.111
1681200147,1.03,0.109
1681200147,1.029,0.104
1681200147,1.028,0.112
1681200147,1.026,0.098
1681200147,1.027,0.118
1681200147,1.03,0.117
1681200147,1.026,0.117
1681200147,1.024,0.092
1681200147,1.026,0.099
1681200147,1.025,0.111
1681200147,1.029,0.107
1681200147,1.027,0.112
1681200147,1.025,0.121
1681200148,1.027,0.091
1681200148,1.023,0.108
1681200148,1.026,0.11
1681200148,1.025,0.097
1681200148,1.027,0.099
1681200148,1.024,0.092
1681200148,1.029,0.102
1681200148,1.028,0.104
1681200148,1.028,0.109
1681200148,1.03,0.122
1681200148,1.032,0.111
1681200148,1.026,0.095
1681200148,1.03,0.106
1681200148,1.027,0.109
1681200148,1.029,0.104
1681200148,1.024,0.086
1681200148,1.025,0.056
1681200148,1.025,0.082
1681200148,1.023,0.128
1681200148,1.029,0.131
1681200149,1.028,0.118
1681200149,1.026,0.111
1681200149,1.026,0.068
1681200149,1.026,0.084
1681200149,1.025,0.089
1681200149,1.029,0.134
1681200149,1.027,0.124
1681200149,1.027,0.113
1681200149,1.026,0.125
1681200149,1.028,0.096
1681200149,1.027,0.108
1681200149,1.025,0.127
1681200149,1.025,0.086
1681200149,1.027,0.129
1681200149,1.028,0.101
1681200149,1.026,0.102
1681200149,1.025,0.11
1681200149,1.027,0.102
1681200149,1.025,0.084
1681200149,1.026,0.087
1681200150,1.027,0.116
1681200150,1.027,0.096
1681200150,1.028,0.093
1681200150,1.029,0.13
1681200150,1.026,0.123
1681200150,1.028,0.101
1681200150,1.025,0.071
1681200150,1.029,0.07
1681200150,1.03,0.13
1681200150,1.028,0.136
1681200150,1.029,0.094
1681200150,1.028,0.097
1681200150,1.028,0.151
1681200150,1.028,0.153
1681200150,1.029,0.078
1681200150,1.03,0.109
1681200150,1.027,0.078
1681200150,1.024,0.069
1681200150,1.027,0.12
1681200150,1.027,0.095
1681200151,1.028,0.104
1681200151,1.031,0.091
1681200151,1.026,0.126
1681200151,1.027,0.1
1681200151,1.026,0.068
1681200151,1.026,0.322
1681200151,1.026,0.07
1681200151,1.026,0.099
1681200151,1.029,0.061
1681200151,1.025,0.082
1681200151,1.022,0.074
1681200151,1.03,0.142
1681200151,1.027,0.116
1681200151,1.028,0.128
1681200151,1.028,0.108
1681200151,1.03,0.1
1681200151,1.025,0.085
1681200151,1.029,0.087
1681200151,1.027,0.095
1681200151,1.027,0.102
1681200152,1.025,0.079
1681200152,1.03,0.107
1681200152,1.028,0.122
1681200152,1.026,0.118
1681200152,1.025,0.11
1681200152,1.03,0.144
1681200152,1.027,0.125
1681200152,1.027,0.104
1681200152,1.03,0.084
1681200152,1.028,0.122
1681200152,1.027,0.138
1681200152,1.023,0.107
1681200152,1.026,0.094
1681200152,1.024,0.114
1681200152,1.028,0.101
1681200152,1.025,0.077
1681200152,1.024,0.107
1681200152,1.029,0.111
1681200152,1.024,0.095
1681200152,1.028,0.102
1681200153,1.027,0.111
1681200153,1.029,0.102
1681200153,1.029,0.102
1681200153,1.029,0.099
1681200153,1.027,0.107
1681200153,1.022,0.102
1681200153,1.037,0.086
1681200153,1.026,0.101
1681200153,1.028,0.11
1681200153,1.028,0.106
1681200153,1.029,0.105
1681200153,1.027,0.113
1681200153,1.028,0.103
1681200153,1.031,0.111
1681200153,1.027,0.108
1681200153,1.026,0.106
1681200153,1.024,0.109
1681200153,1.026,0.102
1681200153,1.027,0.104
1681200153,1.028,0.11
1681200154,1.03,0.106
1681200154,1.027,0.104
1681200154,1.027,0.104
1681200154,1.027,0.102
1681200154,1.025,0.111
1681200154,1.025,0.107
1681200154,1.03,0.108
1681200154,1.026,0.107
1681200154,1.028,0.11
1681200154,1.028,0.099
1681200154,1.027,0.101
1681200154,1.03,0.108
1681200154,1.028,0.1
1681200154,1.03,0.105
1681200154,1.025,0.105
1681200154,1.026,0.106
1681200154,1.027,0.102
1681200154,1.029,0.099
1681200154,1.025,0.091
1681200154,1.028,0.104
1681200155,1.027,0.101
1681200155,1.023,0.098
1681200155,1.029,0.11
1681200155,1.028,0.099
1681200155,1.025,0.104
1681200155,1.029,0.1
1681200155,1.028,0.103
1681200155,1.017,0.128
1681200155,1.027,0.102
1681200155,1.027,0.113
1681200155,1.025,0.107
1681200155,1.026,0.1
1681200155,1.028,0.108
1681200155,1.024,0.108
1681200155,1.025,0.103
1681200155,1.024,0.115
1681200155,1.026,0.103
1681200155,1.025,0.113
1681200155,1.024,0.101
1681200155,1.023,0.11
1681200156,1.025,0.1
1681200156,1.027,0.105
1681200156,1.026,0.099
1681200156,1.027,0.112
1681200156,1.026,0.11
1681200156,1.025,0.099
1681200156,1.027,0.12
1681200156,1.029,0.109
1681200156,1.026,0.101
1681200156,1.025,0.107
1681200156,1.026,0.102
1681200156,1.026,0.105
1681200156,1.024,0.11
1681200156,1.027,0.11
1681200156,1.027,0.107
1681200156,1.026,0.104
1681200156,1.545,0.102
1681200156,2.462,0.108
1681200156,2.464,0.099
1681200156,2.464,0.112
1681200157,2.466,0.107
1681200157,2.466,0.109
1681200157,2.463,0.113
1681200157,2.462,0.107
1681200157,2.465,0.103
1681200157,2.462,0.101
1681200157,2.465,0.108
1681200157,2.464,0.109
1681200157,2.465,0.103
1681200157,2.464,0.102
1681200157,1.658,0.112
1681200157,1.025,0.104
1681200157,1.022,0.114
1681200157,1.026,0.1
1681200157,1.026,0.106
1681200157,1.025,4.462
1681200157,1.025,8.193
1681200157,1.028,8.181
1681200157,1.027,8.204
1681200157,1.03,8.197
1681200158,1.027,8.156
1681200158,2.091,8.194
1681200158,2.463,8.196
1681200158,2.463,8.192
1681200158,2.461,8.189
1681200158,2.463,8.2
1681200158,2.461,8.204
1681200158,2.465,8.169
1681200158,2.464,8.105
1681200158,2.464,0.109
1681200158,2.465,0.097
1681200158,2.465,0.106
1681200158,2.234,0.103
1681200158,1.028,0.106
1681200158,1.027,0.105
1681200158,1.025,0.106
1681200158,1.028,0.105
1681200158,1.03,0.107
1681200158,1.026,0.107
1681200158,1.024,0.103
1681200159,1.024,0.107
1681200159,1.025,8.186
1681200159,1.027,8.153
1681200159,1.028,8.127
1681200159,1.026,8.148
1681200159,1.024,8.117
1681200159,1.025,8.17
1681200159,1.023,8.191
1681200159,1.026,8.197
1681200159,1.026,8.19
1681200159,1.027,1.373
1681200159,1.026,0.1
1681200159,1.027,0.113
1681200159,1.027,0.105
1681200159,1.027,0.105
1681200159,1.028,0.105
1681200159,1.026,0.106
1681200159,1.024,0.108
1681200159,1.026,0.11
1681200159,1.027,0.11
1681200160,1.03,0.105
1681200160,1.025,0.109
1681200160,1.025,0.104
1681200160,1.026,0.099
1681200160,1.028,0.105
1681200160,1.027,0.101
1681200160,1.027,0.083
1681200160,1.029,0.087
1681200160,1.027,0.087
1681200160,1.029,0.116
1681200160,1.025,0.068
1681200160,1.026,0.125
1681200160,1.024,0.113
1681200160,1.027,0.099
1681200160,1.026,0.098
1681200160,1.029,0.107
1681200160,1.029,0.085
1681200160,1.028,0.068
1681200160,1.024,0.102
1681200160,1.028,0.094
1681200161,1.026,0.078
1681200161,1.026,0.111
1681200161,1.027,0.109
1681200161,1.028,0.08
1681200161,1.027,0.085
1681200161,1.027,0.081
1681200161,1.026,0.093
1681200161,1.027,0.13
1681200161,1.024,0.119
1681200161,1.031,0.145
1681200161,1.028,0.138
1681200161,1.025,0.066
1681200161,1.029,0.144
1681200161,1.028,0.101
1681200161,1.027,0.089
1681200161,1.025,0.075
1681200161,1.023,0.04
1681200161,1.026,0.095
1681200161,1.026,0.08
1681200161,1.032,0.095
1681200162,1.027,0.079
1681200162,1.025,0.102
1681200162,1.029,0.111
1681200162,1.025,0.099
1681200162,1.028,0.121
1681200162,1.028,0.097
1681200162,1.027,0.13
1681200162,1.028,0.121
1681200162,1.026,0.047
1681200162,1.027,0.097
1681200162,1.028,0.088
1681200162,1.027,0.131
1681200162,1.031,0.183
1681200162,1.031,0.09
1681200162,1.026,0.1
1681200162,1.028,0.129
1681200162,1.026,0.144
1681200162,1.025,0.072
1681200162,1.024,0.104
1681200162,1.027,0.093
1681200163,1.029,0.094
1681200163,1.031,0.167
1681200163,1.027,0.069
1681200163,1.027,0.09
1681200163,1.03,0.073
1681200163,1.03,0.061
1681200163,1.028,0.125
1681200163,1.022,0.097
1681200163,1.025,0.096
1681200163,1.031,0.15
1681200163,1.029,0.132
1681200163,1.029,0.103
1681200163,1.028,0.134
1681200163,1.027,0.036
1681200163,1.028,0.15
1681200163,1.026,0.072
1681200163,1.028,0.116
1681200163,1.029,0.097
1681200163,1.027,0.099
1681200163,1.028,0.152
1681200164,1.029,0.128
1681200164,1.027,0.155
1681200164,1.026,0.099
1681200164,1.027,0.094
1681200164,1.025,0.101
1681200164,1.026,0.103
1681200164,1.028,0.145
1681200164,1.025,0.087
1681200164,1.029,0.101
1681200164,1.028,0.105
1681200164,1.027,0.102
1681200164,1.027,0.09
1681200164,1.028,0.1
1681200164,1.026,0.094
1681200164,1.028,0.102
1681200164,1.028,0.149
1681200164,1.028,0.091
1681200164,1.028,0.125
1681200164,1.03,0.094
1681200164,1.029,0.117
1681200165,1.027,0.11
1681200165,1.027,0.11
1681200165,1.028,0.078
1681200165,1.026,0.103
1681200165,1.029,0.119
1681200165,1.025,0.112
1681200165,1.027,0.094
1681200165,1.027,0.107
1681200165,1.027,0.114
1681200165,1.03,0.109
1681200165,1.026,0.108
1681200165,1.028,0.099
1681200165,1.026,0.103
1681200165,1.03,0.104
1681200165,1.031,0.108
1681200165,1.026,0.103
1681200165,1.029,0.1
1681200165,1.025,0.097
1681200165,1.027,0.105
1681200165,1.029,0.095
1681200166,1.03,0.102
1681200166,1.029,0.102
1681200166,1.033,0.101
1681200166,1.029,0.099
1681200166,1.028,0.103
1681200166,1.027,0.103
1681200166,1.029,0.099
1681200166,1.029,0.109
1681200166,1.028,0.109
1681200166,1.028,0.107
1681200166,1.028,0.102
1681200166,1.027,0.112
1681200166,1.027,0.107
1681200166,1.025,0.107
1681200166,1.028,0.109
1681200166,1.027,0.103
1681200166,1.025,0.1
1681200166,1.028,0.107
1681200166,1.027,0.107
1681200166,1.027,0.103
1681200167,1.027,0.104
1681200167,1.028,0.108
1681200167,1.026,0.11
1681200167,1.026,0.1
1681200167,1.028,0.108
1681200167,1.028,0.111
1681200167,1.027,0.104
1681200167,1.027,0.1
1681200167,1.029,0.095
1681200167,1.026,0.104
1681200167,1.028,0.1
1681200167,1.027,0.105
1681200167,1.025,0.102
1681200167,1.027,0.1
1681200167,1.026,0.104
1681200167,1.026,0.108
1681200167,1.027,0.1
1681200167,1.028,0.108
1681200167,1.028,0.1
1681200167,1.027,0.099
1681200168,1.027,0.104
1681200168,1.027,0.104
1681200168,1.023,0.103
1681200168,1.028,0.1
1681200168,1.025,0.103
1681200168,1.026,0.103
1681200168,1.027,0.099
1681200168,1.026,0.098
1681200168,1.031,0.108
1681200168,1.025,0.115
1681200168,1.027,0.108
1681200168,1.027,0.113
1681200168,1.026,0.111
1681200168,1.027,0.101
1681200168,1.028,0.1
1681200168,1.027,0.103
1681200168,1.025,0.089
1681200168,1.025,0.101
1681200168,1.027,0.124
1681200168,1.026,0.084
1681200169,1.025,0.104
1681200169,1.03,0.103
1681200169,1.024,0.105
1681200169,1.027,0.101
1681200169,1.026,0.106
1681200169,1.026,0.107
1681200169,1.027,0.105
1681200169,1.028,0.112
1681200169,1.027,0.106
1681200169,1.027,0.113
1681200169,1.026,0.101
1681200169,1.026,0.112
1681200169,1.029,0.11
1681200169,1.03,0.11
1681200169,1.026,0.098
1681200169,1.025,0.103
1681200169,1.025,0.106
1681200169,1.026,0.109
1681200169,1.028,0.104
1681200169,1.029,0.101
1681200170,1.029,0.106
1681200170,1.028,0.099
1681200170,1.029,0.11
1681200170,1.029,0.102
1681200170,1.027,0.099
1681200170,1.027,0.106
1681200170,1.026,0.1
1681200170,1.026,0.102
1681200170,1.026,0.107
1681200170,1.031,0.115
1681200170,1.027,0.102
1681200170,1.026,0.103
1681200170,1.026,0.106
1681200170,1.027,0.105
1681200170,1.028,0.095
1681200170,1.028,0.103
1681200170,1.028,0.104
1681200170,1.029,0.108
1681200170,1.029,0.114
1681200170,1.024,0.114
1681200171,1.026,0.101
1681200171,1.027,0.101
1681200171,1.029,0.102
1681200171,1.025,0.101
1681200171,1.026,0.106
1681200171,1.026,0.113
1681200171,1.029,0.102
1681200171,1.028,0.106
1681200171,1.028,0.109
1681200171,1.026,0.104
1681200171,1.028,0.11
1681200171,1.026,0.096
1681200171,1.024,0.101
1681200171,1.028,0.11
1681200171,1.029,0.101
1681200171,1.027,0.105
1681200171,1.027,0.099
1681200171,1.029,0.111
1681200171,1.028,0.11
1681200171,1.027,0.101
1681200172,1.027,0.107
1681200172,1.026,0.107
1681200172,1.026,0.107
1681200172,1.028,0.096
1681200172,1.025,0.107
1681200172,1.027,0.102
1681200172,1.028,0.106
1681200172,1.029,0.103
1681200172,1.029,0.103
1681200172,1.028,0.101
1681200172,1.028,0.105
1681200172,1.027,0.109
1681200172,1.027,0.101
1681200172,1.026,0.107
1681200172,1.028,0.077
1681200172,1.027,0.114
1681200172,1.026,0.081
1681200172,1.025,0.122
1681200172,1.027,0.116
1681200172,1.024,0.117
1681200173,1.027,0.086
1681200173,1.028,0.112
1681200173,1.026,0.11
1681200173,1.026,0.106
1681200173,1.028,0.087
1681200173,1.026,0.093
1681200173,1.028,0.094
1681200173,1.029,0.098
1681200173,1.029,0.094
1681200173,1.028,0.145
1681200173,1.03,0.104
1681200173,1.028,0.082
1681200173,1.028,0.097
1681200173,1.027,0.089
1681200173,1.025,0.108
1681200173,1.03,0.107
1681200173,1.028,0.102
1681200173,1.029,0.085
1681200173,1.022,0.062
1681200173,1.026,0.05
1681200174,1.031,0.108
1681200174,1.028,0.122
1681200174,1.029,0.092
1681200174,1.029,0.06
1681200174,1.028,0.096
1681200174,1.026,0.087
1681200174,1.029,0.093
1681200174,1.03,0.091
1681200174,1.03,0.112
1681200174,1.025,0.083
1681200174,1.027,0.095
1681200174,1.029,0.118
1681200174,1.029,0.091
1681200174,1.028,0.098
1681200174,1.028,0.1
1681200174,1.026,0.11
1681200174,1.029,0.089
1681200174,1.029,0.118
1681200174,1.028,0.131
1681200174,1.026,0.082
1681200175,1.027,0.117
1681200175,1.029,0.115
1681200175,1.027,0.103
1681200175,1.025,0.087
1681200175,1.028,0.055
1681200175,1.029,0.123
1681200175,1.028,0.086
1681200175,1.028,0.118
1681200175,1.029,0.07
1681200175,1.028,0.108
1681200175,1.029,0.095
1681200175,1.025,0.059
1681200175,1.025,0.081
1681200175,1.024,0.095
1681200175,1.031,0.141
1681200175,1.028,0.118
1681200175,1.029,0.111
1681200175,1.028,0.092
1681200175,1.026,0.13
1681200175,1.028,0.097
1681200176,1.027,0.094
1681200176,1.025,0.099
1681200176,1.028,0.104
1681200176,1.024,0.061
1681200176,1.029,0.134
1681200176,1.03,0.104
1681200176,1.03,0.088
1681200176,1.024,0.065
1681200176,1.03,0.131
1681200176,1.027,0.107
1681200176,1.027,0.091
1681200176,1.027,0.146
1681200176,1.026,0.089
1681200176,1.029,0.098
1681200176,1.03,0.103
1681200176,1.028,0.084
1681200176,1.028,0.106
1681200176,1.028,0.103
1681200176,1.026,0.087
1681200176,1.029,0.128
1681200177,1.026,0.074
1681200177,1.027,0.077
1681200177,1.029,0.126
1681200177,1.027,0.099
1681200177,1.025,0.095
1681200177,1.027,0.102
1681200177,1.028,0.096
1681200177,1.021,0.113
1681200177,1.031,0.118
1681200177,1.025,0.076
1681200177,1.032,0.128
1681200177,1.025,0.098
1681200177,1.027,0.097
1681200177,1.029,0.122
1681200177,1.028,0.089
1681200177,1.025,0.105
1681200177,1.029,0.098
1681200177,1.029,0.105
1681200177,1.026,0.112
1681200177,1.025,0.117
1681200178,1.029,0.093
1681200178,1.027,0.097
1681200178,1.029,0.104
1681200178,1.027,0.103
1681200178,1.028,0.098
1681200178,1.028,0.112
1681200178,1.027,0.101
1681200178,1.028,0.11
1681200178,1.025,0.095
1681200178,1.026,0.111
1681200178,1.027,0.1
1681200178,1.028,0.104
1681200178,1.027,0.103
1681200178,1.027,0.106
1681200178,1.024,0.097
1681200178,1.03,0.103
1681200178,1.026,0.109
1681200178,1.028,0.1
1681200178,1.03,0.108
1681200178,1.03,0.107
1681200179,1.026,0.108
1681200179,1.027,0.102
1681200179,1.028,0.11
1681200179,1.026,0.102
1681200179,1.03,0.103
1681200179,1.029,0.104
1681200179,1.029,0.107
1681200179,1.026,0.105
1681200179,1.031,0.093
1681200179,1.028,0.106
1681200179,1.026,0.099
1681200179,1.029,0.103
1681200179,1.029,0.099
1681200179,1.028,0.109
1681200179,1.029,0.107
1681200179,1.028,0.107
1681200179,1.026,0.104
1681200179,1.026,0.103
1681200179,1.027,0.103
1681200179,1.028,0.108
1681200180,1.024,0.102
1681200180,1.027,0.1
1681200180,1.029,0.092
1681200180,1.027,0.104
1681200180,1.03,0.1
1681200180,1.031,0.102
1681200180,1.03,0.102
1681200180,1.03,0.107
1681200180,1.024,0.101
1681200180,1.028,0.105
1681200180,1.029,0.107
1681200180,1.03,0.102
1681200180,1.028,0.1
1681200180,1.028,0.106
1681200180,1.024,0.104
1681200180,1.028,0.104
1681200180,1.028,0.101
1681200180,1.031,0.105
1681200180,1.027,0.104
1681200180,1.028,0.106
1681200181,1.029,0.106
1681200181,1.03,0.098
1681200181,1.03,0.096
1681200181,1.025,0.106
1681200181,1.031,0.106
1681200181,1.026,0.1
1681200181,1.029,0.105
1681200181,1.03,0.11
1681200181,1.029,0.107
1681200181,1.03,0.095
1681200181,1.028,0.099
1681200181,1.028,0.097
1681200181,1.027,0.103
1681200181,1.028,0.099
1681200181,1.028,0.101
1681200181,1.026,0.105
1681200181,1.027,0.113
1681200181,1.026,0.108
1681200181,1.027,0.108
1681200181,1.028,0.111
1681200182,1.028,0.102
1681200182,1.027,0.102
1681200182,1.026,0.107
1681200182,1.029,0.101
1681200182,1.031,0.093
1681200182,1.027,0.101
1681200182,1.027,0.097
1681200182,1.028,0.109
1681200182,1.026,0.1
1681200182,1.028,0.095
1681200182,1.024,0.107
1681200182,1.029,0.098
1681200182,1.027,0.107
1681200182,1.028,0.107
1681200182,1.028,0.103
1681200182,1.028,0.102
1681200182,1.029,0.11
1681200182,1.029,0.097
1681200182,1.026,0.097
1681200182,1.027,0.106
1681200183,1.03,0.098
1681200183,1.029,0.101
1681200183,1.03,0.101
1681200183,1.028,0.104
1681200183,1.027,0.11
1681200183,1.019,0.091
1681200183,1.028,0.114
1681200183,1.027,0.105
1681200183,1.027,0.108
1681200183,1.025,0.102
1681200183,1.03,0.108
1681200183,1.026,0.108
1681200183,1.026,0.104
1681200183,1.026,0.107
1681200183,1.026,0.103
1681200183,1.025,0.101
1681200183,1.027,0.103
1681200183,1.026,0.101
1681200183,1.024,0.102
1681200183,1.024,0.1
1681200184,1.027,0.11
1681200184,1.027,0.099
1681200184,1.023,0.098
1681200184,1.027,0.102
1681200184,1.028,0.103
1681200184,1.026,0.099
1681200184,1.027,0.098
1681200184,1.028,0.102
1681200184,1.025,0.108
1681200184,1.028,0.106
1681200184,1.029,0.098
1681200184,1.024,0.102
1681200184,1.03,0.11
1681200184,1.027,0.103
1681200184,1.029,0.101
1681200184,1.023,0.109
1681200184,1.027,0.103
1681200184,1.025,0.104
1681200184,1.028,0.102
1681200184,1.027,0.107
1681200185,1.026,0.104
1681200185,1.027,0.105
1681200185,1.025,0.108
1681200185,1.024,0.112
1681200185,1.029,0.106
1681200185,1.025,0.102
1681200185,1.028,0.084
1681200185,1.027,0.094
1681200185,1.028,0.092
1681200185,1.025,0.091
1681200185,1.029,0.094
1681200185,1.023,0.113
1681200185,1.027,0.076
1681200185,1.027,0.091
1681200185,1.026,0.097
1681200185,1.025,0.108
1681200185,1.026,0.125
1681200185,1.025,0.074
1681200185,1.03,0.087
1681200185,1.027,0.11
1681200186,1.025,0.11
1681200186,1.027,0.136
1681200186,1.027,0.118
1681200186,1.024,0.106
1681200186,1.024,0.127
1681200186,1.021,0.103
1681200186,1.027,0.113
1681200186,1.023,0.099
1681200186,1.025,0.095
1681200186,1.029,0.161
1681200186,1.026,0.082
1681200186,1.027,0.104
1681200186,1.027,0.056
1681200186,1.024,0.055
1681200186,1.026,0.082
1681200186,1.024,0.094
1681200186,1.03,0.15
1681200186,1.023,0.096
1681200186,1.028,0.131
1681200186,1.025,0.121
1681200187,1.025,0.121
1681200187,1.029,0.125
1681200187,1.028,0.152
1681200187,1.027,0.121
1681200187,1.026,0.127
1681200187,1.025,0.088
1681200187,1.027,0.117
1681200187,1.02,0.118
1681200187,1.027,0.123
1681200187,1.028,0.083
1681200187,1.028,0.088
1681200187,1.027,0.119
1681200187,1.025,0.132
1681200187,1.024,0.103
1681200187,1.028,0.122
1681200187,1.026,0.131
1681200187,1.029,0.125
1681200187,1.026,0.134
1681200187,1.025,0.123
1681200187,1.027,0.119
1681200188,1.025,0.141
1681200188,1.027,0.122
1681200188,1.023,0.121
1681200188,1.026,0.087
1681200188,1.023,0.153
1681200188,1.029,0.13
1681200188,1.027,0.074
1681200188,1.022,0.058
1681200188,1.024,0.081
1681200188,1.023,0.068
1681200188,1.026,0.096
1681200188,1.029,0.128
1681200188,1.027,0.079
1681200188,1.023,0.111
1681200188,1.026,0.073
1681200188,1.028,0.137
1681200188,1.027,0.114
1681200188,1.027,0.143
1681200188,1.029,0.153
1681200188,1.027,0.12
1681200189,1.027,0.115
1681200189,1.025,0.053
1681200189,1.026,0.152
1681200189,1.026,0.063
1681200189,1.027,0.1
1681200189,1.029,0.085
1681200189,1.027,0.099
1681200189,1.027,0.093
1681200189,1.025,0.093
1681200189,1.027,0.121
1681200189,1.022,0.105
1681200189,1.027,0.087
1681200189,1.025,0.106
1681200189,1.027,0.102
1681200189,1.026,0.115
1681200189,1.023,0.114
