time,Channel A Last (V),Channel B Last (V)
1681200010,1.025,0.061
1681200010,1.034,0.125
1681200010,1.031,0.098
1681200010,1.034,0.137
1681200010,1.033,0.092
1681200010,1.036,0.083
1681200010,1.033,0.088
1681200010,1.031,0.134
1681200010,1.033,0.061
1681200010,1.031,0.084
1681200010,1.033,0.124
1681200011,1.031,0.092
1681200011,1.03,0.102
1681200011,1.033,0.113
1681200011,1.035,0.132
1681200011,1.037,0.123
1681200011,1.036,0.111
1681200011,1.035,0.104
1681200011,1.03,0.101
1681200011,1.031,0.111
1681200011,1.032,0.137
1681200011,1.033,0.081
1681200011,1.034,0.119
1681200011,1.033,0.145
1681200011,1.031,0.093
1681200011,1.03,0.125
1681200011,1.032,0.121
1681200011,1.03,0.101
1681200011,1.032,0.135
1681200011,1.035,0.116
1681200011,1.033,0.142
1681200012,1.03,0.083
1681200012,1.031,0.099
1681200012,1.036,0.133
1681200012,1.033,0.103
1681200012,1.032,0.12
1681200012,1.031,0.105
1681200012,1.032,0.111
1681200012,1.032,0.115
1681200012,1.034,0.122
1681200012,1.034,0.119
1681200012,1.03,0.108
1681200012,1.028,0.127
1681200012,1.031,0.115
1681200012,1.032,0.105
1681200012,1.033,0.11
1681200012,1.031,0.11
1681200012,1.031,0.115
1681200012,1.031,0.11
1681200012,1.031,0.117
1681200012,1.034,0.111
1681200013,1.034,0.115
1681200013,1.03,0.112
1681200013,1.03,0.11
1681200013,1.033,0.109
1681200013,1.033,0.112
1681200013,1.032,0.117
1681200013,1.034,0.121
1681200013,1.032,0.115
1681200013,1.03,0.11
1681200013,1.03,0.119
1681200013,1.033,0.112
1681200013,1.032,0.107
1681200013,1.03,0.116
1681200013,1.029,0.115
1681200013,1.031,0.105
1681200013,1.033,0.121
1681200013,1.029,0.113
1681200013,1.029,0.114
1681200013,1.032,0.124
1681200013,1.033,0.117
1681200014,1.031,0.109
1681200014,1.031,0.11
1681200014,1.033,0.114
1681200014,1.032,0.112
1681200014,1.032,0.117
1681200014,1.031,0.117
1681200014,1.03,0.124
1681200014,1.032,0.12
1681200014,1.03,0.118
1681200014,1.03,0.111
1681200014,1.032,0.109
1681200014,1.032,0.107
1681200014,1.032,0.113
1681200014,1.031,0.11
1681200014,1.034,0.111
1681200014,1.033,0.11
1681200014,1.034,0.114
1681200014,1.032,0.11
1681200014,1.028,0.114
1681200014,1.031,0.118
1681200015,1.035,0.116
1681200015,1.032,0.106
1681200015,1.028,0.113
1681200015,1.033,0.11
1681200015,1.03,0.119
1681200015,1.032,0.109
1681200015,1.03,0.123
1681200015,1.031,0.108
1681200015,1.033,0.116
1681200015,1.029,0.108
1681200015,1.032,0.115
1681200015,1.033,0.107
1681200015,1.032,0.111
1681200015,1.031,0.119
1681200015,1.033,0.114
1681200015,1.031,0.112
1681200015,1.034,0.108
1681200015,1.032,0.119
1681200015,1.031,0.111
1681200015,1.032,0.114
1681200016,1.031,0.114
1681200016,1.029,0.116
1681200016,1.032,0.117
1681200016,1.03,0.121
1681200016,1.032,0.113
1681200016,1.029,0.111
1681200016,1.033,0.107
1681200016,1.03,0.117
1681200016,1.032,0.11
1681200016,1.032,0.11
1681200016,1.031,0.104
1681200016,1.033,0.109
1681200016,1.032,0.113
1681200016,1.034,0.11
1681200016,1.031,0.118
1681200016,1.034,0.109
1681200016,1.03,0.113
1681200016,1.029,0.11
1681200016,1.033,0.113
1681200016,1.03,0.116
1681200017,1.031,0.107
1681200017,1.03,0.117
1681200017,1.032,0.115
1681200017,1.032,0.117
1681200017,1.032,0.115
1681200017,1.032,0.113
1681200017,1.033,0.11
1681200017,1.032,0.121
1681200017,1.029,0.108
1681200017,1.034,0.11
1681200017,1.032,0.119
1681200017,1.034,0.111
1681200017,1.028,0.114
1681200017,1.033,0.111
1681200017,1.033,0.115
1681200017,1.033,0.119
1681200017,1.033,0.118
1681200017,1.033,0.112
1681200017,1.032,0.112
1681200017,1.035,0.117
1681200018,1.033,0.115
1681200018,1.035,0.106
1681200018,1.034,0.114
1681200018,1.037,0.107
1681200018,1.034,0.116
1681200018,1.034,0.116
1681200018,1.035,0.12
1681200018,1.032,0.114
1681200018,1.032,0.109
1681200018,1.032,0.118
1681200018,1.033,0.116
1681200018,1.034,0.118
1681200018,1.028,0.117
1681200018,1.031,0.118
1681200018,1.032,0.116
1681200018,1.03,0.114
1681200018,1.035,0.109
1681200018,1.033,0.102
1681200018,1.032,0.107
1681200018,1.035,0.099
1681200019,1.032,0.099
1681200019,1.034,0.121
1681200019,1.033,0.105
1681200019,1.036,0.103
1681200019,1.033,0.117
1681200019,1.03,0.121
1681200019,1.035,0.134
1681200019,1.032,0.123
1681200019,1.032,0.171
1681200019,1.03,0.118
1681200019,1.03,0.11
1681200019,1.032,0.105
1681200019,1.032,0.102
1681200019,1.03,0.131
1681200019,1.033,0.1
1681200019,1.034,0.119
1681200019,1.032,0.087
1681200019,1.032,0.122
1681200019,1.033,0.078
1681200019,1.03,0.068
1681200020,1.036,0.172
1681200020,1.032,0.114
1681200020,1.026,0.083
1681200020,1.032,0.09
1681200020,1.03,0.065
1681200020,1.034,0.065
1681200020,1.033,0.087
1681200020,1.033,0.079
1681200020,1.034,0.141
1681200020,1.03,0.133
1681200020,1.032,0.124
1681200020,1.032,0.151
1681200020,2.385,0.148
1681200020,2.466,0.11
1681200020,2.468,0.071
1681200020,2.471,0.139
1681200020,2.466,0.104
1681200020,2.469,0.113
1681200020,2.469,0.101
1681200020,2.468,0.11
1681200021,2.463,0.076
1681200021,2.467,0.115
1681200021,2.468,0.13
1681200021,2.466,0.113
1681200021,2.467,0.125
1681200021,2.008,0.132
1681200021,1.03,0.093
1681200021,1.031,0.106
1681200021,1.031,0.119
1681200021,1.035,0.168
1681200021,1.033,0.127
1681200021,1.03,5.894
1681200021,1.03,8.142
1681200021,1.031,8.103
1681200021,1.03,8.185
1681200021,1.027,8.169
1681200021,1.025,8.1
1681200021,1.031,8.18
1681200021,1.028,8.213
1681200021,1.031,8.21
1681200022,1.027,8.193
1681200022,1.03,8.204
1681200022,1.031,8.174
1681200022,1.032,1.658
1681200022,1.032,0.179
1681200022,1.035,0.15
1681200022,1.029,0.101
1681200022,1.029,0.148
1681200022,1.03,0.11
1681200022,1.033,0.128
1681200022,1.033,0.109
1681200022,1.03,0.113
1681200022,1.032,0.121
1681200022,1.028,0.102
1681200022,1.033,0.122
1681200022,1.031,0.114
1681200022,1.031,0.108
1681200022,1.033,0.109
1681200022,1.032,0.127
1681200022,1.034,0.084
1681200023,1.032,0.107
1681200023,1.034,0.12
1681200023,1.031,0.101
1681200023,1.029,0.112
1681200023,1.03,0.119
1681200023,1.03,0.11
1681200023,1.03,0.108
1681200023,1.031,0.124
1681200023,1.031,0.113
1681200023,1.033,0.12
1681200023,1.032,0.119
1681200023,1.033,0.12
1681200023,1.032,0.116
1681200023,1.033,0.107
1681200023,1.033,0.112
1681200023,1.031,0.115
1681200023,1.032,0.112
1681200023,1.031,0.111
1681200023,1.032,0.115
1681200023,1.031,0.109
1681200024,1.031,0.122
1681200024,1.031,0.112
1681200024,1.031,0.106
1681200024,1.033,0.113
1681200024,1.031,0.115
1681200024,1.03,0.119
1681200024,1.034,0.117
1681200024,1.031,0.117
1681200024,1.028,0.109
1681200024,1.031,0.113
1681200024,1.032,0.11
1681200024,1.028,0.11
1681200024,1.029,0.113
1681200024,1.029,0.112
1681200024,1.033,0.108
1681200024,1.028,0.115
1681200024,1.034,0.112
1681200024,1.031,0.111
1681200024,1.033,0.118
1681200024,1.033,0.113
1681200025,1.029,0.106
1681200025,1.027,0.116
1681200025,1.031,0.121
1681200025,1.031,0.115
1681200025,1.03,0.113
1681200025,1.032,0.119
1681200025,1.018,0.124
1681200025,1.028,0.111
1681200025,1.031,0.109
1681200025,1.034,0.11
1681200025,1.03,0.111
1681200025,1.033,0.116
1681200025,1.027,0.123
1681200025,1.029,0.116
1681200025,1.032,0.109
1681200025,1.031,0.116
1681200025,1.028,0.111
1681200025,1.031,0.103
1681200025,1.03,0.109
1681200025,1.032,0.107
1681200026,1.03,0.114
1681200026,1.033,0.115
1681200026,1.029,0.11
1681200026,1.027,0.111
1681200026,1.032,0.117
1681200026,1.032,0.118
1681200026,1.031,0.123
1681200026,1.03,0.113
1681200026,1.03,0.11
1681200026,1.03,0.104
1681200026,1.03,0.115
1681200026,1.031,0.117
1681200026,1.031,0.123
1681200026,1.031,0.11
1681200026,1.028,0.09
1681200026,1.028,0.098
1681200026,1.033,0.111
1681200026,1.031,0.111
1681200026,1.03,0.121
1681200026,1.031,0.111
1681200027,1.033,0.113
1681200027,1.03,0.114
1681200027,1.03,0.11
1681200027,1.03,0.106
1681200027,1.03,0.116
1681200027,1.033,0.114
1681200027,1.031,0.105
1681200027,1.042,0.115
1681200027,1.031,0.117
1681200027,1.032,0.114
1681200027,1.027,0.117
1681200027,1.034,0.108
1681200027,1.031,0.118
1681200027,1.033,0.118
1681200027,1.032,0.116
1681200027,1.029,0.112
1681200027,1.032,0.107
1681200027,1.029,0.11
1681200027,1.03,0.111
1681200027,1.035,0.121
1681200028,1.036,0.11
1681200028,1.035,0.115
1681200028,1.031,0.115
1681200028,1.031,0.107
1681200028,1.032,0.11
1681200028,1.031,0.118
1681200028,1.029,0.107
1681200028,1.03,0.117
1681200028,1.032,0.111
1681200028,1.031,0.121
1681200028,1.035,0.112
1681200028,1.032,0.115
1681200028,1.027,0.109
1681200028,1.031,0.116
1681200028,1.032,0.111
1681200028,1.031,0.116
1681200028,1.03,0.109
1681200028,1.03,0.113
1681200028,1.031,0.117
1681200028,1.027,0.116
1681200029,1.03,0.118
1681200029,1.033,0.112
1681200029,1.029,0.119
1681200029,1.029,0.113
1681200029,1.031,0.113
1681200029,1.029,0.115
1681200029,1.03,0.114
1681200029,1.028,0.103
1681200029,1.03,0.112
1681200029,1.03,0.113
1681200029,1.03,0.12
1681200029,1.031,0.111
1681200029,1.033,0.114
1681200029,1.032,0.112
1681200029,1.032,0.112
1681200029,1.029,0.105
1681200029,1.031,0.119
1681200029,1.028,0.112
1681200029,1.03,0.101
1681200029,1.03,0.111
1681200030,1.031,0.117
1681200030,1.027,0.11
1681200030,1.033,0.108
1681200030,1.033,0.115
1681200030,1.032,0.086
1681200030,1.028,0.102
1681200030,1.032,0.12
1681200030,1.032,0.12
1681200030,1.032,0.087
1681200030,1.027,0.097
1681200030,1.031,0.07
1681200030,1.03,0.128
1681200030,1.031,0.115
1681200030,1.031,0.113
1681200030,1.034,0.109
1681200030,1.03,0.099
1681200030,1.027,0.091
1681200030,1.028,0.089
1681200030,1.031,0.145
1681200030,1.031,0.09
1681200031,1.032,0.127
1681200031,1.031,0.129
1681200031,1.033,0.115
1681200031,1.031,0.092
1681200031,1.033,0.144
1681200031,1.032,0.114
1681200031,1.031,0.123
1681200031,1.031,0.096
1681200031,1.032,0.098
1681200031,1.031,0.128
1681200031,1.032,0.165
1681200031,1.03,0.08
1681200031,1.03,0.1
1681200031,1.033,0.102
1681200031,1.033,0.104
1681200031,1.029,0.117
1681200031,1.032,0.13
1681200031,1.031,0.098
1681200031,1.031,0.113
1681200031,1.03,0.101
1681200032,1.032,0.113
1681200032,1.028,0.093
1681200032,1.035,0.154
1681200032,1.035,0.118
1681200032,1.031,0.074
1681200032,1.033,0.101
1681200032,1.029,0.091
1681200032,1.031,0.096
1681200032,1.032,0.143
1681200032,1.032,0.107
1681200032,1.031,0.082
1681200032,1.033,0.114
1681200032,1.029,0.13
1681200032,1.029,0.076
1681200032,1.033,0.144
1681200032,1.034,0.132
1681200032,1.027,0.1
1681200032,1.03,0.095
1681200032,1.032,0.129
1681200032,1.035,0.123
1681200033,1.033,0.147
1681200033,1.032,0.101
1681200033,1.029,0.083
1681200033,1.034,0.126
1681200033,1.031,0.11
1681200033,1.032,0.115
1681200033,1.032,0.113
1681200033,1.032,0.115
1681200033,1.028,0.061
1681200033,1.032,0.13
1681200033,1.03,0.084
1681200033,1.033,0.074
1681200033,1.03,0.122
1681200033,1.03,0.076
1681200033,1.033,0.142
1681200033,1.031,0.138
1681200033,1.033,0.135
1681200033,1.031,0.093
1681200033,1.033,0.099
1681200033,1.033,0.111
1681200034,1.037,0.112
1681200034,1.03,0.115
1681200034,1.033,0.093
1681200034,1.032,0.139
1681200034,1.031,0.116
1681200034,1.035,0.113
1681200034,1.03,0.095
1681200034,1.032,0.129
1681200034,1.029,0.116
1681200034,1.034,0.12
1681200034,1.032,0.083
1681200034,1.028,0.094
1681200034,1.032,0.108
1681200034,1.033,0.099
1681200034,1.032,0.114
1681200034,1.03,0.11
1681200034,1.029,0.107
1681200034,1.035,0.112
1681200034,1.038,0.107
1681200034,1.035,0.111
1681200035,1.031,0.114
1681200035,1.032,0.111
1681200035,1.031,0.113
1681200035,1.029,0.116
1681200035,1.029,0.106
1681200035,1.03,0.11
1681200035,1.029,0.117
1681200035,1.033,0.105
1681200035,1.033,0.12
1681200035,1.034,0.117
1681200035,1.033,0.117
1681200035,1.032,0.116
1681200035,1.033,0.113
1681200035,1.035,0.106
1681200035,1.033,0.106
1681200035,1.032,0.111
1681200035,1.033,0.112
1681200035,1.035,0.114
1681200035,1.029,0.113
1681200035,1.033,0.113
1681200036,1.03,0.115
1681200036,1.03,0.107
1681200036,1.029,0.119
1681200036,1.032,0.109
1681200036,1.029,0.117
1681200036,1.031,0.111
1681200036,1.027,0.115
1681200036,1.035,0.109
1681200036,1.032,0.116
1681200036,1.03,0.114
1681200036,1.03,0.114
1681200036,1.031,0.106
1681200036,1.032,0.107
1681200036,1.031,0.123
1681200036,1.031,0.111
1681200036,1.031,0.114
1681200036,1.032,0.111
1681200036,1.029,0.114
1681200036,1.032,0.111
1681200036,1.029,0.12
1681200037,1.031,0.108
1681200037,1.033,0.111
1681200037,1.031,0.118
1681200037,1.029,0.105
1681200037,1.035,0.113
1681200037,1.031,0.117
1681200037,1.027,0.109
1681200037,1.034,0.106
1681200037,1.032,0.114
1681200037,1.031,0.112
1681200037,1.03,0.11
1681200037,1.034,0.12
1681200037,1.032,0.113
1681200037,1.03,0.114
1681200037,1.031,0.115
1681200037,1.034,0.113
1681200037,1.032,0.111
1681200037,1.033,0.122
1681200037,1.031,0.107
1681200037,1.036,0.108
1681200038,1.033,0.112
1681200038,1.034,0.112
1681200038,1.034,0.116
1681200038,1.031,0.11
1681200038,1.032,0.114
1681200038,1.031,0.108
1681200038,1.029,0.107
1681200038,1.029,0.119
1681200038,1.03,0.108
1681200038,1.033,0.104
1681200038,1.034,0.106
1681200038,1.03,0.113
1681200038,1.031,0.118
1681200038,1.032,0.108
1681200038,1.03,0.116
1681200038,1.031,0.123
1681200038,1.029,0.105
1681200038,1.029,0.111
1681200038,1.03,0.115
1681200038,1.03,0.111
1681200039,1.029,0.11
1681200039,1.033,0.107
1681200039,1.03,0.113
1681200039,1.03,0.109
1681200039,1.55,0.114
1681200039,2.465,0.113
1681200039,2.471,0.117
1681200039,2.469,0.107
1681200039,2.465,0.116
1681200039,2.469,0.108
1681200039,2.469,0.109
1681200039,2.467,0.121
1681200039,2.469,0.115
1681200039,2.471,0.112
1681200039,2.47,0.11
1681200039,2.468,0.115
1681200039,2.466,0.114
1681200039,2.468,0.115
1681200039,1.405,0.116
1681200039,1.032,0.109
1681200040,1.03,0.117
1681200040,1.032,0.11
1681200040,1.029,0.118
1681200040,1.032,0.11
1681200040,1.029,6.067
1681200040,1.032,8.218
1681200040,1.031,8.206
1681200040,1.033,8.211
1681200040,1.039,8.21
1681200040,1.03,8.209
1681200040,1.034,8.215
1681200040,1.692,8.207
1681200040,2.47,8.213
1681200040,2.469,8.18
1681200040,2.467,8.137
1681200040,2.464,8.124
1681200040,2.466,2.66
1681200040,2.468,0.108
1681200040,2.47,0.112
1681200040,2.469,0.113
1681200041,2.469,0.113
1681200041,2.467,0.114
1681200041,2.47,0.108
1681200041,2.467,0.114
1681200041,2.466,0.114
1681200041,1.634,0.116
1681200041,1.028,0.097
1681200041,1.031,0.1
1681200041,1.031,0.125
1681200041,1.031,0.119
1681200041,1.031,2.031
1681200041,1.028,8.196
1681200041,1.034,8.203
1681200041,1.027,8.173
1681200041,1.029,8.196
1681200041,1.027,8.199
1681200041,1.028,8.194
1681200041,1.033,8.193
1681200041,1.03,8.172
1681200041,1.031,8.189
1681200042,1.026,8.2
1681200042,1.032,8.166
1681200042,1.031,6.386
1681200042,1.032,0.111
1681200042,1.032,0.095
1681200042,1.033,0.123
1681200042,1.036,0.118
1681200042,1.031,0.129
1681200042,1.029,0.131
1681200042,1.031,0.121
1681200042,1.034,0.147
1681200042,1.033,0.144
1681200042,1.031,0.123
1681200042,1.033,0.097
1681200042,1.033,0.141
1681200042,1.031,0.125
1681200042,1.03,0.117
1681200042,1.03,0.144
1681200042,1.032,0.123
1681200042,1.032,0.138
1681200043,1.033,0.105
1681200043,1.036,0.143
1681200043,1.032,0.134
1681200043,1.029,0.101
1681200043,1.029,0.142
1681200043,1.029,0.087
1681200043,1.035,0.137
1681200043,1.031,0.113
1681200043,1.029,0.091
1681200043,1.033,0.075
1681200043,1.033,0.147
1681200043,1.032,0.121
1681200043,1.031,0.094
1681200043,1.029,0.074
1681200043,1.03,0.101
1681200043,1.032,0.121
1681200043,1.029,0.104
1681200043,1.027,0.116
1681200043,1.028,0.076
1681200043,1.027,0.117
1681200044,1.034,0.136
1681200044,1.033,0.159
1681200044,1.029,0.094
1681200044,1.029,0.117
1681200044,1.032,0.103
1681200044,1.033,0.124
1681200044,1.032,0.097
1681200044,1.034,0.134
1681200044,1.031,0.131
1681200044,1.031,0.103
1681200044,1.03,0.09
1681200044,1.032,0.139
1681200044,1.027,0.079
1681200044,1.03,0.037
1681200044,1.032,0.103
1681200044,1.032,0.082
1681200044,1.03,0.129
1681200044,1.032,0.122
1681200044,1.033,0.101
1681200044,1.031,0.144
1681200045,1.033,0.118
1681200045,1.034,0.098
1681200045,1.032,0.079
1681200045,1.031,0.164
1681200045,1.03,0.092
1681200045,1.032,0.112
1681200045,1.03,0.14
1681200045,1.031,0.092
1681200045,1.033,0.106
1681200045,1.032,0.104
1681200045,1.033,0.117
1681200045,1.027,0.103
1681200045,1.028,0.13
1681200045,1.029,0.104
1681200045,1.032,0.155
1681200045,1.032,0.111
1681200045,1.031,0.114
1681200045,1.033,0.109
1681200045,1.033,0.105
1681200045,1.032,0.119
1681200046,1.034,0.111
1681200046,1.03,0.1
1681200046,1.03,0.109
1681200046,1.03,0.113
1681200046,1.032,0.116
1681200046,1.032,0.116
1681200046,1.032,0.111
1681200046,1.033,0.113
1681200046,1.032,0.104
1681200046,1.033,0.11
1681200046,1.029,0.111
1681200046,1.03,0.112
1681200046,1.029,0.111
1681200046,1.032,0.107
1681200046,1.029,0.116
1681200046,1.032,0.11
1681200046,1.034,0.106
1681200046,1.031,0.117
1681200046,1.034,0.116
1681200046,1.032,0.108
1681200047,1.03,0.113
1681200047,1.031,0.11
1681200047,1.034,0.121
1681200047,1.034,0.111
1681200047,1.031,0.109
1681200047,1.033,0.113
1681200047,1.035,0.108
1681200047,1.031,0.115
1681200047,1.032,0.116
1681200047,1.032,0.123
1681200047,1.032,0.099
1681200047,1.03,0.11
1681200047,1.029,0.115
1681200047,1.033,0.111
1681200047,1.029,0.114
1681200047,1.034,0.112
1681200047,1.033,0.106
1681200047,1.033,0.108
1681200047,1.029,0.108
1681200047,1.033,0.115
1681200048,1.032,0.111
1681200048,1.03,0.108
1681200048,1.034,0.102
1681200048,1.031,0.115
1681200048,1.03,0.113
1681200048,1.033,0.11
1681200048,1.035,0.116
1681200048,1.031,0.108
1681200048,1.03,0.112
1681200048,1.035,0.105
1681200048,1.033,0.113
1681200048,1.032,0.107
1681200048,1.032,0.115
1681200048,1.03,0.115
1681200048,1.033,0.111
1681200048,1.034,0.117
1681200048,1.033,0.112
1681200048,1.032,0.111
1681200048,1.036,0.115
1681200048,1.032,0.109
1681200049,1.032,0.111
1681200049,1.033,0.113
1681200049,1.032,0.107
1681200049,1.031,0.118
1681200049,1.031,0.108
1681200049,1.033,0.087
1681200049,1.03,0.113
1681200049,1.029,0.096
1681200049,1.033,0.111
1681200049,1.031,0.119
1681200049,1.032,0.11
1681200049,1.03,0.109
1681200049,1.034,0.11
1681200049,1.034,0.111
1681200049,1.032,0.109
1681200049,1.031,0.103
1681200049,1.03,0.108
1681200049,1.031,0.111
1681200049,1.031,0.109
1681200049,1.029,0.113
1681200050,1.029,0.105
1681200050,1.032,0.114
1681200050,1.031,0.105
1681200050,1.03,0.109
1681200050,1.03,0.106
1681200050,1.029,0.105
1681200050,1.032,0.104
1681200050,1.03,0.105
1681200050,1.031,0.107
1681200050,1.03,0.111
1681200050,1.03,0.114
1681200050,1.033,0.114
1681200050,1.033,0.107
1681200050,1.03,0.112
1681200050,1.032,0.112
1681200050,1.029,0.111
1681200050,1.03,0.108
1681200050,1.031,0.105
1681200050,1.03,0.12
1681200050,1.031,0.103
1681200051,1.031,0.106
1681200051,1.031,0.116
1681200051,1.027,0.104
1681200051,1.029,0.109
1681200051,1.03,0.117
1681200051,1.031,0.103
1681200051,1.03,0.116
1681200051,1.028,0.106
1681200051,1.025,0.102
1681200051,1.029,0.118
1681200051,1.027,0.109
1681200051,1.031,0.112
1681200051,1.03,0.11
1681200051,1.033,0.107
1681200051,1.032,0.108
1681200051,1.029,0.106
1681200051,1.027,0.116
1681200051,1.032,0.117
1681200051,1.031,0.105
1681200051,1.031,0.11
1681200052,1.031,0.109
1681200052,1.028,0.111
1681200052,1.03,0.112
1681200052,1.03,0.115
1681200052,1.029,0.106
1681200052,1.034,0.109
1681200052,1.032,0.104
1681200052,1.032,0.108
1681200052,1.033,0.109
1681200052,1.03,0.109
1681200052,1.032,0.117
1681200052,1.028,0.116
1681200052,1.028,0.11
1681200052,1.027,0.107
1681200052,1.028,0.116
1681200052,1.029,0.109
1681200052,1.03,0.094
1681200052,1.031,0.113
1681200052,1.027,0.122
1681200052,1.03,0.1
1681200053,1.029,0.138
1681200053,1.029,0.105
1681200053,1.03,0.114
1681200053,1.027,0.095
1681200053,1.03,0.112
1681200053,1.028,0.108
1681200053,1.029,0.117
1681200053,1.028,0.103
1681200053,1.028,0.083
1681200053,1.026,0.044
1681200053,1.032,0.108
1681200053,1.032,0.12
1681200053,1.028,0.097
1681200053,1.026,0.118
1681200053,1.029,0.096
1681200053,1.032,0.124
1681200053,1.034,0.155
1681200053,1.027,0.116
1681200053,1.029,0.104
1681200053,1.028,0.079
1681200054,1.028,0.128
1681200054,1.028,0.136
1681200054,1.029,0.104
1681200054,1.031,0.111
1681200054,1.03,0.104
1681200054,1.029,0.094
1681200054,1.031,0.119
1681200054,1.03,0.118
1681200054,1.027,0.115
1681200054,1.03,0.127
1681200054,1.033,0.132
1681200054,1.027,0.09
1681200054,1.034,0.095
1681200054,1.029,0.112
1681200054,1.03,0.083
1681200054,1.033,0.158
1681200054,1.03,0.117
1681200054,1.03,0.146
1681200054,1.03,0.112
1681200054,1.03,0.132
1681200055,1.031,0.106
1681200055,1.03,0.111
1681200055,1.032,0.121
1681200055,1.027,0.086
1681200055,1.029,0.108
1681200055,1.038,0.057
1681200055,1.03,0.113
1681200055,1.032,0.131
1681200055,1.032,0.12
1681200055,1.029,0.129
1681200055,1.028,0.129
1681200055,1.031,0.152
1681200055,1.027,0.074
1681200055,1.029,0.07
1681200055,1.032,0.137
1681200055,1.033,0.152
1681200055,1.03,0.107
1681200055,1.032,0.097
1681200055,1.03,0.109
1681200055,1.032,0.183
1681200056,1.032,0.181
1681200056,1.032,0.072
1681200056,1.028,0.101
1681200056,1.03,0.074
1681200056,1.028,0.104
1681200056,1.032,0.074
1681200056,1.027,0.097
1681200056,1.03,0.136
1681200056,1.032,0.11
1681200056,1.029,0.107
1681200056,1.031,0.131
1681200056,1.028,0.108
1681200056,1.029,0.086
1681200056,1.03,0.12
1681200056,1.03,0.13
1681200056,1.031,0.116
1681200056,1.03,0.122
1681200056,1.03,0.115
1681200056,1.032,0.085
1681200056,1.029,0.121
1681200057,1.03,0.114
1681200057,1.031,0.106
1681200057,1.027,0.081
1681200057,1.03,0.078
1681200057,1.03,0.103
1681200057,1.028,0.114
1681200057,1.033,0.125
1681200057,1.031,0.106
1681200057,1.027,0.111
1681200057,1.028,0.098
1681200057,1.032,0.101
1681200057,1.03,0.111
1681200057,1.031,0.107
1681200057,1.028,0.115
1681200057,1.031,0.114
1681200057,1.028,0.109
1681200057,1.03,0.122
1681200057,1.03,0.111
1681200057,1.03,0.107
1681200057,1.03,0.108
1681200058,1.028,0.113
1681200058,1.031,0.111
1681200058,1.03,0.125
1681200058,1.029,0.109
1681200058,1.031,0.114
1681200058,1.027,0.115
1681200058,1.03,0.108
1681200058,1.029,0.114
1681200058,1.028,0.116
1681200058,1.03,0.109
1681200058,1.029,0.115
1681200058,1.03,0.111
1681200058,1.03,0.116
1681200058,1.027,0.108
1681200058,1.03,0.109
1681200058,1.029,0.108
1681200058,1.028,0.11
1681200058,1.032,0.111
1681200058,1.028,0.108
1681200058,1.03,0.112
1681200059,1.029,0.11
1681200059,1.029,0.116
1681200059,1.029,0.11
1681200059,1.028,0.113
1681200059,1.029,0.105
1681200059,1.026,0.114
1681200059,1.028,0.119
1681200059,1.025,0.113
1681200059,1.029,0.112
1681200059,1.029,0.11
1681200059,1.027,0.108
1681200059,1.028,0.114
1681200059,1.027,0.11
1681200059,1.028,0.111
1681200059,1.03,0.11
1681200059,1.031,0.105
1681200059,1.031,0.111
1681200059,1.028,0.11
1681200059,1.027,0.12
1681200059,1.029,0.114
1681200060,1.028,0.109
1681200060,1.029,0.113
1681200060,1.031,0.111
1681200060,1.028,0.105
1681200060,1.03,0.11
1681200060,1.029,0.1
1681200060,1.028,0.106
1681200060,1.032,0.104
1681200060,1.028,0.107
1681200060,1.024,0.111
1681200060,1.029,0.109
1681200060,1.029,0.109
1681200060,1.033,0.109
1681200060,1.027,0.113
1681200060,1.031,0.107
1681200060,1.03,0.106
1681200060,1.03,0.106
1681200060,1.031,0.105
1681200060,1.028,0.107
1681200060,1.028,0.107
1681200061,1.027,0.115
1681200061,1.028,0.113
1681200061,1.027,0.107
1681200061,1.029,0.113
1681200061,1.03,0.113
1681200061,1.03,0.105
1681200061,1.03,0.106
1681200061,1.031,0.114
1681200061,1.029,0.105
1681200061,1.026,0.112
1681200061,1.029,0.106
1681200061,1.029,0.119
1681200061,1.025,0.11
1681200061,1.029,0.111
1681200061,1.032,0.112
1681200061,1.028,0.103
1681200061,1.026,0.099
1681200061,1.031,0.109
1681200061,1.032,0.105
1681200061,1.029,0.111
1681200062,1.033,0.111
1681200062,1.031,0.118
1681200062,1.028,0.108
1681200062,1.032,0.109
1681200062,1.028,0.11
1681200062,1.029,0.104
1681200062,1.028,0.115
1681200062,1.032,0.112
1681200062,1.029,0.105
1681200062,1.028,0.107
1681200062,1.03,0.118
1681200062,1.029,0.112
1681200062,1.031,0.111
1681200062,1.029,0.117
1681200062,1.03,0.108
1681200062,1.026,0.106
1681200062,1.032,0.108
1681200062,1.032,0.109
1681200062,1.03,0.105
1681200062,1.029,0.115
1681200063,1.028,0.107
1681200063,1.028,0.108
1681200063,1.029,0.113
1681200063,1.029,0.115
1681200063,1.025,0.104
1681200063,1.031,0.117
1681200063,1.033,0.106
1681200063,1.029,0.11
1681200063,1.029,0.106
1681200063,1.027,0.109
1681200063,1.029,0.106
1681200063,1.031,0.109
1681200063,1.03,0.107
1681200063,1.029,0.112
1681200063,1.031,0.111
1681200063,1.027,0.114
1681200063,1.028,0.11
1681200063,1.029,0.111
1681200063,1.029,0.114
1681200063,1.026,0.109
1681200064,1.032,0.11
1681200064,1.028,0.111
1681200064,1.03,0.112
1681200064,1.03,0.114
