timestamp,brut
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705099,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705100,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705101,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705102,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705103,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705104,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705106,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
1680705107,509.000000
