timestamp,brut,prepro,gauss full,detec
1680701069,420.000000,600.000000,34.000000,0.000000
1680701069,420.000000,600.000000,88.000000,0.000000
1680701069,420.000000,600.000000,162.000000,0.000000
1680701069,420.000000,600.000000,251.000000,0.000000
1680701069,420.000000,600.000000,346.000000,0.000000
1680701069,420.000000,600.000000,435.000000,0.000000
1680701069,420.000000,600.000000,509.000000,0.000000
1680701069,420.000000,600.000000,509.000000,0.000000
1680701069,420.000000,600.000000,509.000000,0.000000
1680701069,420.000000,600.000000,509.000000,0.000000
1680701069,420.000000,600.000000,509.000000,0.000000
1680701069,420.000000,600.000000,509.000000,0.000000
1680701069,420.000000,600.000000,509.000000,0.000000
1680701069,420.000000,600.000000,509.000000,0.000000
1680701069,409.000000,600.000000,509.000000,0.000000
1680701069,418.000000,600.000000,509.000000,0.000000
1680701069,418.000000,600.000000,509.000000,0.000000
1680701069,418.000000,600.000000,509.000000,0.000000
1680701069,418.000000,600.000000,509.000000,0.000000
1680701069,418.000000,600.000000,509.000000,0.000000
1680701069,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,34.000000,0.000000
1680701070,418.000000,600.000000,88.000000,0.000000
1680701070,418.000000,600.000000,162.000000,0.000000
1680701070,418.000000,600.000000,251.000000,0.000000
1680701070,418.000000,600.000000,346.000000,0.000000
1680701070,418.000000,600.000000,435.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701070,418.000000,600.000000,509.000000,0.000000
1680701071,415.000000,600.000000,34.000000,0.000000
1680701071,415.000000,600.000000,88.000000,0.000000
1680701071,415.000000,600.000000,162.000000,0.000000
1680701071,415.000000,600.000000,251.000000,0.000000
1680701071,415.000000,600.000000,346.000000,0.000000
1680701071,415.000000,600.000000,435.000000,0.000000
1680701071,415.000000,600.000000,509.000000,0.000000
1680701071,415.000000,600.000000,509.000000,0.000000
1680701071,415.000000,600.000000,509.000000,0.000000
1680701071,415.000000,600.000000,509.000000,0.000000
1680701071,415.000000,600.000000,509.000000,0.000000
1680701071,415.000000,600.000000,509.000000,0.000000
1680701071,415.000000,600.000000,509.000000,0.000000
1680701071,432.000000,600.000000,509.000000,0.000000
1680701071,406.000000,600.000000,509.000000,0.000000
1680701071,406.000000,600.000000,509.000000,0.000000
1680701071,406.000000,600.000000,509.000000,0.000000
1680701071,406.000000,600.000000,509.000000,0.000000
1680701071,406.000000,600.000000,509.000000,0.000000
1680701071,406.000000,600.000000,509.000000,0.000000
1680701071,406.000000,600.000000,509.000000,0.000000
1680701072,406.000000,600.000000,34.000000,0.000000
1680701072,406.000000,600.000000,88.000000,0.000000
1680701072,406.000000,600.000000,162.000000,0.000000
1680701072,406.000000,600.000000,251.000000,0.000000
1680701072,406.000000,600.000000,346.000000,0.000000
1680701072,406.000000,600.000000,435.000000,0.000000
1680701072,406.000000,600.000000,509.000000,0.000000
1680701072,406.000000,600.000000,509.000000,0.000000
1680701072,406.000000,600.000000,509.000000,0.000000
1680701072,406.000000,600.000000,509.000000,0.000000
1680701072,406.000000,600.000000,509.000000,0.000000
1680701073,406.000000,600.000000,509.000000,0.000000
1680701073,406.000000,600.000000,509.000000,0.000000
1680701073,406.000000,600.000000,509.000000,0.000000
1680701073,406.000000,600.000000,509.000000,0.000000
1680701073,406.000000,600.000000,509.000000,0.000000
1680701073,415.000000,600.000000,509.000000,0.000000
1680701073,415.000000,600.000000,509.000000,0.000000
1680701073,415.000000,600.000000,509.000000,0.000000
1680701073,415.000000,600.000000,509.000000,0.000000
1680701073,415.000000,600.000000,509.000000,0.000000
1680701074,415.000000,600.000000,34.000000,0.000000
1680701074,415.000000,600.000000,88.000000,0.000000
1680701074,415.000000,600.000000,162.000000,0.000000
1680701074,415.000000,600.000000,251.000000,0.000000
1680701074,415.000000,600.000000,346.000000,0.000000
1680701074,415.000000,600.000000,435.000000,0.000000
1680701074,415.000000,600.000000,509.000000,0.000000
1680701074,430.000000,600.000000,509.000000,0.000000
1680701074,430.000000,600.000000,509.000000,0.000000
1680701074,418.000000,600.000000,509.000000,0.000000
1680701074,418.000000,600.000000,509.000000,0.000000
1680701074,429.000000,600.000000,509.000000,0.000000
1680701074,429.000000,600.000000,509.000000,0.000000
1680701074,429.000000,600.000000,509.000000,0.000000
1680701074,429.000000,600.000000,509.000000,0.000000
1680701074,223.000000,223.000000,487.000000,1023.000000
1680701074,133.000000,133.000000,448.000000,1023.000000
1680701074,103.000000,103.000000,392.000000,1023.000000
1680701074,94.000000,94.000000,321.000000,1023.000000
1680701074,85.000000,85.000000,241.000000,1023.000000
1680701074,71.000000,71.000000,165.000000,1023.000000
1680701075,51.000000,51.000000,2.000000,1023.000000
1680701075,51.000000,51.000000,6.000000,1023.000000
1680701075,53.000000,53.000000,13.000000,1023.000000
1680701075,52.000000,52.000000,20.000000,1023.000000
1680701075,43.000000,43.000000,27.000000,1023.000000
1680701075,45.000000,45.000000,33.000000,1023.000000
1680701075,45.000000,45.000000,39.000000,1023.000000
1680701075,45.000000,45.000000,38.000000,1023.000000
1680701075,44.000000,44.000000,36.000000,1023.000000
1680701075,38.000000,38.000000,35.000000,1023.000000
1680701075,35.000000,35.000000,34.000000,1023.000000
1680701075,52.000000,52.000000,34.000000,1023.000000
1680701075,38.000000,38.000000,32.000000,1023.000000
1680701075,31.000000,31.000000,32.000000,1023.000000
1680701075,54.000000,54.000000,31.000000,1023.000000
1680701075,40.000000,40.000000,31.000000,1023.000000
1680701075,35.000000,35.000000,32.000000,1023.000000
1680701075,53.000000,53.000000,33.000000,1023.000000
1680701075,39.000000,39.000000,31.000000,1023.000000
1680701075,46.000000,46.000000,33.000000,1023.000000
1680701075,31.000000,31.000000,32.000000,1023.000000
1680701076,53.000000,53.000000,3.000000,1023.000000
1680701076,53.000000,53.000000,7.000000,1023.000000
1680701076,37.000000,37.000000,12.000000,1023.000000
1680701076,51.000000,51.000000,18.000000,1023.000000
1680701076,33.000000,33.000000,24.000000,1023.000000
1680701076,57.000000,57.000000,31.000000,1023.000000
1680701076,30.000000,30.000000,35.000000,1023.000000
1680701076,52.000000,52.000000,35.000000,1023.000000
1680701076,32.000000,32.000000,32.000000,1023.000000
1680701076,52.000000,52.000000,34.000000,1023.000000
1680701076,31.000000,31.000000,31.000000,1023.000000
1680701076,68.000000,68.000000,34.000000,1023.000000
1680701076,31.000000,31.000000,32.000000,1023.000000
1680701076,52.000000,52.000000,35.000000,1023.000000
1680701076,41.000000,41.000000,33.000000,1023.000000
1680701076,48.000000,48.000000,35.000000,1023.000000
1680701076,51.000000,51.000000,35.000000,1023.000000
1680701076,47.000000,47.000000,37.000000,1023.000000
1680701076,58.000000,58.000000,36.000000,1023.000000
1680701076,56.000000,56.000000,39.000000,1023.000000
1680701076,60.000000,60.000000,41.000000,1023.000000
1680701077,70.000000,70.000000,4.000000,1023.000000
1680701077,70.000000,70.000000,10.000000,1023.000000
1680701077,50.000000,50.000000,16.000000,1023.000000
1680701077,72.000000,72.000000,26.000000,1023.000000
1680701077,53.000000,53.000000,36.000000,1023.000000
1680701077,72.000000,72.000000,44.000000,1023.000000
1680701077,55.000000,55.000000,50.000000,1023.000000
1680701077,77.000000,77.000000,49.000000,1023.000000
1680701077,53.000000,53.000000,49.000000,1023.000000
1680701077,59.000000,59.000000,50.000000,1023.000000
1680701077,61.000000,61.000000,49.000000,1023.000000
1680701077,61.000000,61.000000,50.000000,1023.000000
1680701077,68.000000,68.000000,48.000000,1023.000000
1680701077,68.000000,68.000000,50.000000,1023.000000
1680701077,76.000000,76.000000,50.000000,1023.000000
1680701077,68.000000,68.000000,52.000000,1023.000000
1680701077,72.000000,72.000000,55.000000,1023.000000
1680701077,66.000000,66.000000,55.000000,1023.000000
1680701077,79.000000,79.000000,57.000000,1023.000000
1680701077,68.000000,68.000000,57.000000,1023.000000
1680701077,71.000000,71.000000,58.000000,1023.000000
1680701078,73.000000,73.000000,4.000000,1023.000000
1680701078,73.000000,73.000000,10.000000,1023.000000
1680701078,80.000000,80.000000,19.000000,1023.000000
1680701078,69.000000,69.000000,30.000000,1023.000000
1680701078,71.000000,71.000000,40.000000,1023.000000
1680701078,83.000000,83.000000,50.000000,1023.000000
1680701078,78.000000,78.000000,60.000000,1023.000000
1680701078,77.000000,77.000000,61.000000,1023.000000
1680701078,68.000000,68.000000,60.000000,1023.000000
1680701078,70.000000,70.000000,61.000000,1023.000000
1680701078,71.000000,71.000000,61.000000,1023.000000
1680701078,75.000000,75.000000,61.000000,1023.000000
1680701079,80.000000,80.000000,58.000000,1023.000000
1680701079,83.000000,83.000000,60.000000,1023.000000
1680701079,88.000000,88.000000,61.000000,1023.000000
1680701079,94.000000,94.000000,62.000000,1023.000000
1680701079,92.000000,92.000000,66.000000,1023.000000
1680701079,92.000000,92.000000,70.000000,1023.000000
1680701079,90.000000,90.000000,71.000000,1023.000000
1680701079,95.000000,95.000000,74.000000,1023.000000
1680701079,96.000000,96.000000,74.000000,1023.000000
1680701080,100.000000,100.000000,5.000000,1023.000000
1680701080,100.000000,100.000000,14.000000,1023.000000
1680701080,98.000000,98.000000,26.000000,1023.000000
1680701080,98.000000,98.000000,39.000000,1023.000000
1680701080,100.000000,100.000000,54.000000,1023.000000
1680701080,98.000000,98.000000,69.000000,1023.000000
1680701080,95.000000,95.000000,80.000000,1023.000000
1680701080,94.000000,94.000000,80.000000,1023.000000
1680701080,93.000000,93.000000,79.000000,1023.000000
1680701080,90.000000,90.000000,79.000000,1023.000000
1680701080,92.000000,92.000000,78.000000,1023.000000
1680701080,89.000000,89.000000,77.000000,1023.000000
1680701080,95.000000,95.000000,75.000000,1023.000000
1680701080,91.000000,91.000000,74.000000,1023.000000
1680701080,86.000000,86.000000,75.000000,1023.000000
1680701080,90.000000,90.000000,75.000000,1023.000000
1680701080,90.000000,90.000000,75.000000,1023.000000
1680701080,82.000000,82.000000,73.000000,1023.000000
1680701080,89.000000,89.000000,73.000000,1023.000000
1680701080,87.000000,87.000000,73.000000,1023.000000
1680701080,84.000000,84.000000,70.000000,1023.000000
1680701081,85.000000,85.000000,4.000000,1023.000000
1680701081,85.000000,85.000000,11.000000,1023.000000
1680701081,85.000000,85.000000,21.000000,1023.000000
1680701081,87.000000,87.000000,34.000000,1023.000000
1680701081,93.000000,93.000000,47.000000,1023.000000
1680701081,88.000000,88.000000,60.000000,1023.000000
1680701081,86.000000,86.000000,70.000000,1023.000000
1680701081,86.000000,86.000000,70.000000,1023.000000
1680701081,93.000000,93.000000,71.000000,1023.000000
1680701081,84.000000,84.000000,70.000000,1023.000000
1680701081,84.000000,84.000000,71.000000,1023.000000
1680701081,88.000000,88.000000,70.000000,1023.000000
1680701081,89.000000,89.000000,70.000000,1023.000000
1680701081,87.000000,87.000000,71.000000,1023.000000
1680701081,96.000000,96.000000,71.000000,1023.000000
1680701081,109.000000,109.000000,72.000000,1023.000000
1680701081,111.000000,111.000000,75.000000,1023.000000
1680701081,131.000000,131.000000,80.000000,1023.000000
1680701081,149.000000,149.000000,85.000000,1023.000000
1680701081,185.000000,185.000000,96.000000,1023.000000
1680701081,305.000000,167.000000,106.000000,1023.000000
1680701082,305.000000,600.000000,34.000000,0.000000
1680701082,305.000000,600.000000,88.000000,0.000000
1680701082,305.000000,600.000000,162.000000,0.000000
1680701082,305.000000,600.000000,251.000000,0.000000
1680701082,305.000000,600.000000,346.000000,0.000000
1680701082,305.000000,600.000000,435.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701082,305.000000,600.000000,509.000000,0.000000
1680701083,442.000000,600.000000,34.000000,0.000000
1680701083,442.000000,600.000000,88.000000,0.000000
1680701083,442.000000,600.000000,162.000000,0.000000
1680701083,442.000000,600.000000,251.000000,0.000000
1680701083,442.000000,600.000000,346.000000,0.000000
1680701083,409.000000,600.000000,435.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701083,409.000000,600.000000,509.000000,0.000000
1680701084,409.000000,600.000000,34.000000,0.000000
1680701084,409.000000,600.000000,88.000000,0.000000
1680701084,409.000000,600.000000,162.000000,0.000000
1680701084,409.000000,600.000000,251.000000,0.000000
1680701084,409.000000,600.000000,346.000000,0.000000
1680701084,409.000000,600.000000,435.000000,0.000000
1680701084,409.000000,600.000000,509.000000,0.000000
1680701084,409.000000,600.000000,509.000000,0.000000
1680701084,409.000000,600.000000,509.000000,0.000000
1680701084,409.000000,600.000000,509.000000,0.000000
1680701084,409.000000,600.000000,509.000000,0.000000
1680701084,409.000000,600.000000,509.000000,0.000000
1680701085,107.000000,107.000000,481.000000,1023.000000
1680701085,100.000000,100.000000,435.000000,1023.000000
1680701085,90.000000,90.000000,374.000000,1023.000000
1680701085,80.000000,80.000000,297.000000,1023.000000
1680701085,78.000000,78.000000,215.000000,1023.000000
1680701085,73.000000,73.000000,137.000000,1023.000000
1680701085,65.000000,65.000000,70.000000,1023.000000
1680701085,49.000000,49.000000,64.000000,1023.000000
1680701085,60.000000,60.000000,59.000000,1023.000000
1680701086,75.000000,75.000000,4.000000,1023.000000
1680701086,75.000000,75.000000,10.000000,1023.000000
