timestamp,DistanceBrute,DistanceMoy,minMax,FalseTrue,temps
1677063923,408,379,0,0,1
1677063923,408,379,0,0,2
1677063923,408,382,0,0,3
1677063923,408,384,0,0,4
1677063924,408,387,0,0,5
1677063924,375,388,1400,1023,6
1677063924,375,389,0,0,7
1677063924,375,389,0,0,8
1677063924,509,399,1400,0,9
1677063924,509,408,0,0,10
1677063924,509,417,0,0,11
1677063924,509,427,0,0,12
1677063924,509,433,0,0,13
1677063924,509,439,0,0,14
1677063924,509,446,0,0,15
1677063924,509,452,0,0,16
1677063924,509,458,0,0,17
1677063924,509,464,0,0,18
1677063924,509,471,0,0,19
1677063924,509,477,0,0,20
1677063924,423,478,1400,0,21
1677063924,423,481,0,0,22
1677063924,423,484,0,0,23
1677063924,423,487,0,0,24
1677063924,423,482,0,0,25
1677063924,399,475,1400,0,26
1677063924,399,468,0,0,27
1677063924,397,461,1400,0,28
1677063924,427,456,1400,0,29
1677063924,427,451,0,0,30
1677063924,427,446,0,0,31
1677063924,470,443,1400,0,32
1677063924,470,441,0,0,33
1677063925,470,438,0,0,34
1677063925,367,429,1400,1023,35
1677063925,367,420,0,0,36
1677063925,367,417,0,0,37
1677063925,367,413,0,0,38
1677063925,367,410,0,0,39
1677063925,367,406,0,0,40
1677063925,367,403,0,0,41
1677063925,367,401,0,0,42
1677063925,437,403,1400,0,43
1677063925,437,406,0,0,44
1677063925,437,406,0,0,45
1677063925,437,407,0,0,46
1677063925,437,408,0,0,47
1677063925,437,406,0,0,48
1677063925,426,403,1400,0,49
1677063925,353,396,1400,1023,50
1677063925,353,395,0,0,51
1677063925,353,394,0,0,52
1677063925,353,393,0,0,53
1677063925,353,392,0,0,54
1677063925,353,391,0,0,55
1677063925,353,390,0,0,56
1677063925,440,395,1400,0,57
1677063925,440,399,0,0,58
1677063925,440,400,0,0,59
1677063925,440,400,0,0,60
1677063925,440,400,0,0,61
1677063925,440,400,0,0,62
1677063925,440,400,0,0,63
1677063926,440,401,0,0,64
1677063926,440,401,0,0,65
1677063926,440,407,0,0,66
1677063926,440,412,0,0,67
1677063926,440,418,0,0,68
1677063926,440,423,0,0,69
1677063926,440,429,0,0,70
1677063926,462,435,1400,0,71
1677063926,462,442,0,0,72
1677063926,462,444,0,0,73
1677063926,462,445,0,0,74
1677063926,462,446,0,0,75
1677063926,462,448,0,0,76
1677063926,462,449,0,0,77
1677063926,462,451,0,0,78
1677063926,462,452,0,0,79
1677063926,462,453,0,0,80
1677063926,462,455,0,0,81
1677063926,336,448,1400,1023,82
1677063926,336,442,0,0,83
1677063926,336,435,0,0,84
1677063926,452,436,1400,0,85
1677063926,452,437,0,0,86
1677063926,452,436,0,0,87
1677063926,452,435,0,0,88
1677063926,452,435,0,0,89
1677063926,452,434,0,0,90
1677063926,452,434,0,0,91
1677063926,452,433,0,0,92
1677063927,336,425,1400,1023,93
1677063927,336,417,0,0,94
1677063927,336,409,0,0,95
1677063927,336,401,0,0,96
1677063927,336,394,0,0,97
1677063927,336,394,0,0,98
1677063927,382,396,1400,1023,99
1677063927,382,399,0,0,100
1677063927,382,395,0,0,101
1677063927,440,394,1400,0,102
1677063927,440,393,0,0,103
1677063927,416,391,1400,0,104
1677063927,416,389,0,0,105
1677063927,416,387,0,0,106
1677063927,416,384,0,0,107
1677063927,416,382,0,0,108
1677063927,416,387,0,0,109
1677063927,416,392,0,0,110
1677063927,416,397,0,0,111
1677063927,416,402,0,0,112
1677063927,416,407,0,0,113
1677063927,416,412,0,0,114
1677063927,416,414,0,0,115
1677063927,416,416,0,0,116
1677063927,416,419,0,0,117
