timestamp,DistanceBrute,DistanceMoy,minMax,FalseTrue,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948952,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948953,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948954,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948955,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948956,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948957,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948958,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948959,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948960,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948961,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948962,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948963,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948964,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948965,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948966,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948967,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948968,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948969,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948970,198,98,0,0,
1675948971,198,98,0,0,
1675948971,198,98,0,0,
1675948971,198,98,0,0,
1675948971,198,98,0,0,
1675948971,198,98,0,0,
1675948971,198,98,0,0,
