timestamp,DistanceBrute,DistanceMoy,minMax,FalseTrue
1670852219020,79.000000,79.000000,0.000000,0.000000
1670852219044,79.000000,79.000000,0.000000,0.000000
1670852219078,79.000000,79.000000,0.000000,0.000000
1670852219111,79.000000,79.000000,0.000000,0.000000
1670852219145,79.000000,79.000000,0.000000,0.000000
1670852219179,79.000000,79.000000,0.000000,0.000000
1670852219211,79.000000,79.000000,0.000000,0.000000
1670852219243,79.000000,79.000000,0.000000,0.000000
1670852219278,79.000000,79.000000,0.000000,0.000000
1670852219317,79.000000,79.000000,0.000000,0.000000
1670852219349,79.000000,79.000000,0.000000,0.000000
1670852219382,79.000000,79.000000,0.000000,0.000000
1670852219419,79.000000,79.000000,0.000000,0.000000
1670852219452,79.000000,79.000000,0.000000,0.000000
1670852219485,79.000000,79.000000,0.000000,0.000000
1670852219517,79.000000,79.000000,0.000000,0.000000
1670852219553,79.000000,79.000000,0.000000,0.000000
1670852219587,79.000000,79.000000,0.000000,0.000000
1670852219614,79.000000,79.000000,0.000000,0.000000
1670852219655,79.000000,79.000000,0.000000,0.000000
1670852219685,79.000000,79.000000,0.000000,0.000000
1670852219717,79.000000,79.000000,0.000000,0.000000
1670852219751,79.000000,79.000000,0.000000,0.000000
1670852219784,79.000000,79.000000,0.000000,0.000000
1670852219817,79.000000,79.000000,0.000000,0.000000
1670852219857,79.000000,79.000000,0.000000,0.000000
1670852219890,79.000000,79.000000,0.000000,0.000000
1670852219925,79.000000,79.000000,0.000000,0.000000
1670852219958,79.000000,79.000000,0.000000,0.000000
1670852219992,79.000000,79.000000,0.000000,0.000000
1670852220027,79.000000,79.000000,0.000000,0.000000
1670852220061,79.000000,79.000000,0.000000,0.000000
1670852220094,79.000000,79.000000,0.000000,0.000000
1670852220127,79.000000,79.000000,0.000000,0.000000
1670852220160,79.000000,79.000000,0.000000,0.000000
1670852220194,79.000000,79.000000,0.000000,0.000000
1670852220225,79.000000,79.000000,0.000000,0.000000
1670852220261,79.000000,79.000000,0.000000,0.000000
1670852220292,79.000000,79.000000,0.000000,0.000000
1670852220325,79.000000,79.000000,0.000000,0.000000
1670852220360,79.000000,79.000000,0.000000,0.000000
1670852220393,79.000000,79.000000,0.000000,0.000000
1670852220428,79.000000,79.000000,0.000000,0.000000
1670852220460,79.000000,79.000000,0.000000,0.000000
1670852220493,79.000000,79.000000,0.000000,0.000000
1670852220527,79.000000,79.000000,0.000000,0.000000
1670852220568,79.000000,79.000000,0.000000,0.000000
1670852220600,79.000000,79.000000,0.000000,0.000000
1670852220633,79.000000,79.000000,0.000000,0.000000
1670852220669,79.000000,79.000000,0.000000,0.000000
1670852220703,79.000000,79.000000,0.000000,0.000000
1670852220735,79.000000,79.000000,0.000000,0.000000
1670852220767,79.000000,79.000000,0.000000,0.000000
1670852220800,79.000000,79.000000,0.000000,0.000000
1670852220834,79.000000,79.000000,0.000000,0.000000
1670852220868,79.000000,79.000000,0.000000,0.000000
1670852220900,79.000000,79.000000,0.000000,0.000000
1670852220936,79.000000,79.000000,0.000000,0.000000
1670852220972,79.000000,79.000000,0.000000,0.000000
1670852221004,79.000000,79.000000,0.000000,0.000000
1670852221037,79.000000,79.000000,0.000000,0.000000
1670852221068,79.000000,79.000000,0.000000,0.000000
1670852221107,79.000000,79.000000,0.000000,0.000000
1670852221140,79.000000,79.000000,0.000000,0.000000
1670852221174,79.000000,79.000000,0.000000,0.000000
1670852221209,79.000000,79.000000,0.000000,0.000000
1670852221242,79.000000,79.000000,0.000000,0.000000
1670852221277,79.000000,79.000000,0.000000,0.000000
1670852221309,79.000000,79.000000,0.000000,0.000000
1670852221341,79.000000,79.000000,0.000000,0.000000
