timestamp,DistanceBrute,DistanceMoy,minMax,FalseTrue,temps
1677060676,375,375,0,0,1
1677060676,375,375,0,0,2
1677060676,375,375,0,0,3
1677060676,375,375,0,0,4
1677060676,375,375,0,0,5
1677060676,375,375,0,0,6
1677060676,375,375,0,0,7
1677060676,375,375,0,0,8
1677060676,375,375,0,0,9
1677060676,375,375,0,0,10
1677060676,375,375,0,0,11
1677060676,375,375,0,0,12
1677060676,375,375,0,0,13
1677060676,375,375,0,0,14
1677060676,375,375,0,0,15
1677060676,375,375,0,0,16
1677060676,375,375,0,0,17
1677060676,375,375,0,0,18
1677060676,375,375,0,0,19
1677060676,375,375,0,0,20
1677060676,375,375,0,0,21
1677060676,375,375,0,0,22
1677060676,375,375,0,0,23
1677060676,375,375,0,0,24
1677060676,375,375,0,0,25
1677060676,375,375,0,0,26
1677060676,375,375,0,0,27
1677060676,375,375,0,0,28
1677060676,375,375,0,0,29
1677060677,375,375,0,0,30
1677060677,375,375,0,0,31
1677060677,375,375,0,0,32
1677060677,375,375,0,0,33
1677060677,375,375,0,0,34
1677060677,375,375,0,0,35
1677060677,375,375,0,0,36
1677060677,375,375,0,0,37
1677060677,375,375,0,0,38
1677060677,375,375,0,0,39
1677060677,375,375,0,0,40
1677060677,375,375,0,0,41
1677060677,375,375,0,0,42
1677060677,375,375,0,0,43
1677060677,375,375,0,0,44
1677060677,375,375,0,0,45
1677060677,375,375,0,0,46
1677060677,375,375,0,0,47
1677060677,375,375,0,0,48
1677060677,375,375,0,0,49
1677060677,375,375,0,0,50
1677060677,375,375,0,0,51
1677060677,375,375,0,0,52
1677060677,375,375,0,0,53
1677060677,375,375,0,0,54
1677060677,375,375,0,0,55
1677060677,375,375,0,0,56
1677060677,375,375,0,0,57
1677060677,375,375,0,0,58
1677060677,375,375,0,0,59
1677060678,375,375,0,0,60
1677060678,375,375,0,0,61
1677060678,375,375,0,0,62
1677060678,375,375,0,0,63
1677060678,375,375,0,0,64
1677060678,375,375,0,0,65
1677060678,375,375,0,0,66
1677060678,375,375,0,0,67
1677060678,375,375,0,0,68
1677060678,375,375,0,0,69
1677060678,375,375,0,0,70
1677060678,375,375,0,0,71
1677060678,375,375,0,0,72
1677060678,375,375,0,0,73
1677060678,375,375,0,0,74
1677060678,375,375,0,0,75
1677060678,375,375,0,0,76
1677060678,375,375,0,0,77
1677060678,375,375,0,0,78
1677060678,375,375,0,0,79
1677060678,375,375,0,0,80
1677060678,375,375,0,0,81
1677060678,375,375,0,0,82
1677060678,375,375,0,0,83
1677060678,375,375,0,0,84
1677060678,375,375,0,0,85
1677060678,375,375,0,0,86
1677060678,375,375,0,0,87
1677060678,375,375,0,0,88
1677060679,375,375,0,0,89
1677060679,375,375,0,0,90
1677060679,375,375,0,0,91
1677060679,375,375,0,0,92
1677060679,375,375,0,0,93
1677060679,375,375,0,0,94
1677060679,375,375,0,0,95
1677060679,375,375,0,0,96
1677060679,375,375,0,0,97
1677060679,375,375,0,0,98
1677060679,375,375,0,0,99
1677060679,375,375,0,0,100
1677060679,375,375,0,0,101
1677060679,375,375,0,0,102
1677060679,375,375,0,0,103
1677060679,375,375,0,0,104
1677060679,375,375,0,0,105
1677060679,375,375,0,0,106
1677060679,375,375,0,0,107
1677060679,375,375,0,0,108
1677060679,375,375,0,0,109
1677060679,375,375,0,0,110
1677060679,375,375,0,0,111
1677060679,375,375,0,0,112
1677060679,375,375,0,0,113
1677060679,375,375,0,0,114
1677060679,375,375,0,0,115
1677060679,375,375,0,0,116
1677060679,375,375,0,0,117
1677060679,388,375,1400,1023,118
1677060680,388,376,0,0,119
1677060680,388,377,0,0,120
1677060680,388,378,0,0,121
1677060680,388,379,0,0,122
1677060680,388,379,0,0,123
1677060680,388,380,0,0,124
1677060680,388,381,0,0,125
1677060680,388,382,0,0,126
1677060680,388,383,0,0,127
1677060680,388,383,0,0,128
1677060680,403,385,1400,0,129
1677060680,403,387,0,0,130
1677060680,403,389,0,0,131
1677060680,403,390,0,0,132
1677060680,403,392,0,0,133
1677060680,403,393,0,0,134
1677060680,403,394,0,0,135
1677060680,403,395,0,0,136
1677060680,403,396,0,0,137
1677060680,403,397,0,0,138
1677060680,403,398,0,0,139
1677060680,403,399,0,0,140
1677060680,403,400,0,0,141
1677060680,403,401,0,0,142
1677060680,403,402,0,0,143
1677060680,403,403,0,0,144
1677060680,403,403,0,0,145
1677060680,403,403,0,0,146
1677060680,403,403,0,0,147
1677060680,403,403,0,0,148
1677060681,403,403,0,0,149
1677060681,403,403,0,0,150
1677060681,403,403,0,0,151
1677060681,403,403,0,0,152
1677060681,403,403,0,0,153
1677060681,403,403,0,0,154
1677060681,403,403,0,0,155
1677060681,403,403,0,0,156
1677060681,403,403,0,0,157
1677060681,403,403,0,0,158
1677060681,403,403,0,0,159
1677060681,403,403,0,0,160
1677060681,543,411,1400,0,161
1677060681,543,420,0,0,162
1677060681,543,429,0,0,163
1677060681,543,438,0,0,164
1677060681,543,446,0,0,165
1677060681,543,455,0,0,166
1677060681,543,464,0,0,167
1677060681,543,473,0,0,168
1677060681,543,481,0,0,169
1677060681,543,490,0,0,170
1677060681,543,499,0,0,171
1677060681,543,508,0,0,172
1677060681,543,516,0,0,173
1677060681,543,525,0,0,174
1677060681,543,534,0,0,175
1677060681,543,543,0,0,176
1677060681,543,543,0,0,177
1677060682,543,543,0,0,178
1677060682,543,543,0,0,179
1677060682,543,543,0,0,180
1677060682,543,543,0,0,181
1677060682,543,543,0,0,182
1677060682,543,543,0,0,183
1677060682,543,543,0,0,184
1677060682,543,543,0,0,185
1677060682,543,543,0,0,186
1677060682,543,543,0,0,187
1677060682,543,543,0,0,188
1677060682,543,543,0,0,189
1677060682,543,543,0,0,190
1677060682,543,543,0,0,191
1677060682,543,543,0,0,192
1677060682,543,543,0,0,193
1677060682,543,543,0,0,194
1677060682,543,543,0,0,195
1677060682,543,543,0,0,196
1677060682,543,543,0,0,197
1677060682,543,543,0,0,198
1677060682,543,543,0,0,199
1677060682,543,543,0,0,200
1677060682,543,543,0,0,201
1677060682,543,543,0,0,202
1677060682,543,543,0,0,203
1677060682,543,543,0,0,204
1677060682,543,543,0,0,205
1677060682,543,543,0,0,206
1677060683,543,543,0,0,207
1677060683,543,543,0,0,208
1677060683,543,543,0,0,209
1677060683,543,543,0,0,210
1677060683,543,543,0,0,211
1677060683,543,543,0,0,212
1677060683,543,543,0,0,213
1677060683,543,543,0,0,214
1677060683,543,543,0,0,215
1677060683,543,543,0,0,216
1677060683,543,543,0,0,217
1677060683,543,543,0,0,218
1677060683,543,543,0,0,219
1677060683,543,543,0,0,220
1677060683,543,543,0,0,221
1677060683,543,543,0,0,222
1677060683,543,543,0,0,223
1677060683,543,543,0,0,224
1677060683,543,543,0,0,225
1677060683,543,543,0,0,226
1677060683,543,543,0,0,227
1677060683,543,543,0,0,228
1677060683,543,543,0,0,229
1677060683,543,543,0,0,230
1677060683,543,543,0,0,231
1677060683,543,543,0,0,232
1677060683,543,543,0,0,233
1677060683,543,543,0,0,234
1677060683,543,543,0,0,235
1677060683,543,543,0,0,236
1677060684,543,543,0,0,237
1677060684,335,530,1400,1023,238
1677060684,335,517,0,0,239
1677060684,335,504,0,0,240
1677060684,335,491,0,0,241
1677060684,335,478,0,0,242
1677060684,335,465,0,0,243
1677060684,335,452,0,0,244
1677060684,335,439,0,0,245
1677060684,335,426,0,0,246
1677060684,335,413,0,0,247
1677060684,335,400,0,0,248
1677060684,335,387,0,0,249
1677060684,335,374,0,0,250
1677060684,335,361,0,0,251
1677060684,335,348,0,0,252
1677060684,335,335,0,0,253
1677060684,335,335,0,0,254
1677060684,335,335,0,0,255
1677060684,335,335,0,0,256
1677060684,335,335,0,0,257
1677060684,335,335,0,0,258
1677060684,335,335,0,0,259
1677060684,335,335,0,0,260
1677060684,335,335,0,0,261
1677060684,335,335,0,0,262
1677060684,335,335,0,0,263
1677060684,335,335,0,0,264
1677060684,335,335,0,0,265
1677060684,335,335,0,0,266
1677060685,335,335,0,0,267
1677060685,335,335,0,0,268
1677060685,335,335,0,0,269
1677060685,335,335,0,0,270
1677060685,335,335,0,0,271
1677060685,335,335,0,0,272
1677060685,335,335,0,0,273
1677060685,335,335,0,0,274
1677060685,335,335,0,0,275
1677060685,335,335,0,0,276
1677060685,335,335,0,0,277
1677060685,335,335,0,0,278
1677060685,335,335,0,0,279
1677060685,335,335,0,0,280
1677060685,335,335,0,0,281
1677060685,335,335,0,0,282
1677060685,335,335,0,0,283
1677060685,335,335,0,0,284
1677060685,335,335,0,0,285
1677060685,335,335,0,0,286
1677060685,335,335,0,0,287
1677060685,335,335,0,0,288
1677060685,335,335,0,0,289
1677060685,335,335,0,0,290
1677060685,335,335,0,0,291
1677060685,335,335,0,0,292
1677060685,335,335,0,0,293
1677060685,335,335,0,0,294
1677060685,335,335,0,0,295
1677060686,335,335,0,0,296
1677060686,335,335,0,0,297
1677060686,335,335,0,0,298
1677060686,335,335,0,0,299
1677060686,335,335,0,0,300
1677060686,335,335,0,0,301
1677060686,335,335,0,0,302
1677060686,335,335,0,0,303
1677060686,335,335,0,0,304
1677060686,335,335,0,0,305
1677060686,335,335,0,0,306
1677060686,335,335,0,0,307
1677060686,335,335,0,0,308
1677060686,335,335,0,0,309
1677060686,335,335,0,0,310
1677060686,335,335,0,0,311
1677060686,335,335,0,0,312
1677060686,335,335,0,0,313
1677060686,335,335,0,0,314
1677060686,335,335,0,0,315
1677060686,335,335,0,0,316
1677060686,335,335,0,0,317
1677060686,335,335,0,0,318
1677060686,335,335,0,0,319
1677060686,335,335,0,0,320
1677060686,335,335,0,0,321
1677060686,335,335,0,0,322
1677060686,335,335,0,0,323
1677060686,335,335,0,0,324
1677060686,335,335,0,0,325
1677060687,335,335,0,0,326
1677060687,335,335,0,0,327
1677060687,335,335,0,0,328
1677060687,335,335,0,0,329
1677060687,335,335,0,0,330
1677060687,335,335,0,0,331
1677060687,335,335,0,0,332
1677060687,335,335,0,0,333
1677060687,335,335,0,0,334
1677060687,335,335,0,0,335
1677060687,335,335,0,0,336
1677060687,335,335,0,0,337
1677060687,335,335,0,0,338
1677060687,335,335,0,0,339
1677060687,335,335,0,0,340
1677060687,335,335,0,0,341
1677060687,335,335,0,0,342
1677060687,335,335,0,0,343
1677060687,335,335,0,0,344
1677060687,335,335,0,0,345
1677060687,335,335,0,0,346
1677060687,335,335,0,0,347
1677060687,335,335,0,0,348
1677060687,335,335,0,0,349
1677060687,335,335,0,0,350
1677060687,335,335,0,0,351
1677060687,335,335,0,0,352
1677060687,335,335,0,0,353
1677060687,335,335,0,0,354
1677060687,335,335,0,0,355
1677060688,335,335,0,0,356
1677060688,335,335,0,0,357
1677060688,335,335,0,0,358
1677060688,335,335,0,0,359
1677060688,335,335,0,0,360
1677060688,335,335,0,0,361
1677060688,335,335,0,0,362
1677060688,335,335,0,0,363
1677060688,335,335,0,0,364
1677060688,335,335,0,0,365
1677060688,335,335,0,0,366
1677060688,335,335,0,0,367
1677060688,335,335,0,0,368
1677060688,335,335,0,0,369
1677060688,335,335,0,0,370
1677060688,335,335,0,0,371
1677060688,335,335,0,0,372
1677060688,335,335,0,0,373
1677060688,335,335,0,0,374
1677060688,335,335,0,0,375
1677060688,335,335,0,0,376
1677060688,335,335,0,0,377
1677060688,335,335,0,0,378
1677060688,335,335,0,0,379
1677060688,335,335,0,0,380
1677060688,335,335,0,0,381
1677060688,335,335,0,0,382
1677060688,335,335,0,0,383
1677060688,335,335,0,0,384
1677060689,335,335,0,0,385
1677060689,335,335,0,0,386
1677060689,335,335,0,0,387
1677060689,335,335,0,0,388
1677060689,335,335,0,0,389
1677060689,335,335,0,0,390
1677060689,335,335,0,0,391
1677060689,335,335,0,0,392
1677060689,335,335,0,0,393
1677060689,335,335,0,0,394
1677060689,335,335,0,0,395
1677060689,335,335,0,0,396
1677060689,391,338,1400,1023,397
1677060689,391,342,0,0,398
1677060689,391,345,0,0,399
1677060689,391,349,0,0,400
1677060689,391,352,0,0,401
1677060689,391,356,0,0,402
1677060689,625,374,1400,0,403
1677060689,625,392,0,0,404
1677060689,625,410,0,0,405
1677060689,625,428,0,0,406
1677060689,625,446,0,0,407
1677060689,625,464,0,0,408
1677060689,625,482,0,0,409
1677060689,625,501,0,0,410
1677060689,625,519,0,0,411
1677060689,625,537,0,0,412
1677060689,625,551,0,0,413
1677060690,625,566,0,0,414
1677060690,625,581,0,0,415
1677060690,625,595,0,0,416
1677060690,478,601,1400,0,417
1677060690,478,606,0,0,418
1677060690,478,597,0,0,419
1677060690,478,588,0,0,420
1677060690,359,571,1400,1023,421
