Temps,Channel A Last (V),Channel B Last (V)
1670858487,1.016,0.093
1670858487,1.017,0.101
1670858487,1.015,0.092
1670858487,1.016,0.096
1670858487,1.017,0.096
1670858487,1.018,0.094
1670858487,1.017,0.095
1670858487,1.017,0.099
1670858487,1.019,0.094
1670858487,1.013,0.101
1670858487,1.017,0.091
1670858487,1.017,0.089
1670858487,1.014,0.092
1670858487,1.017,0.096
1670858487,1.016,0.106
1670858487,1.016,0.096
1670858487,1.017,0.094
1670858487,1.014,0.097
1670858488,1.017,0.089
1670858488,1.014,0.095
1670858488,1.015,0.092
1670858488,1.016,0.087
1670858488,1.017,0.102
1670858488,1.012,0.095
1670858488,1.015,0.093
1670858488,1.014,0.099
1670858488,1.017,0.098
1670858488,1.015,0.095
1670858488,1.017,0.088
1670858488,1.016,0.102
1670858488,1.018,0.094
1670858488,1.016,0.084
1670858488,1.016,0.098
1670858488,1.016,0.091
1670858488,1.017,0.089
1670858488,1.019,0.093
1670858488,1.018,0.094
1670858488,1.016,0.094
1670858489,1.017,0.087
1670858489,1.017,0.096
1670858489,1.018,0.096
1670858489,1.019,0.099
1670858489,1.015,0.092
1670858489,1.015,0.093
1670858489,1.018,0.094
1670858489,1.02,0.073
1670858489,1.017,0.102
1670858489,1.016,0.085
1670858489,1.017,0.09
1670858489,1.014,0.093
1670858489,1.019,0.08
1670858489,1.016,0.111
1670858489,1.018,0.068
1670858489,1.019,0.134
1670858489,1.018,0.111
1670858489,1.015,0.093
1670858489,1.019,0.103
1670858489,1.014,0.1
1670858490,1.018,0.098
1670858490,1.019,0.106
1670858490,1.016,0.089
1670858490,1.018,0.078
1670858490,1.016,0.097
1670858490,1.016,0.1
1670858490,1.017,0.097
1670858490,1.012,0.086
1670858490,1.021,0.094
1670858490,1.018,0.079
1670858490,1.018,0.094
1670858490,1.018,0.096
1670858490,1.016,0.092
1670858490,1.02,0.088
1670858490,1.015,0.089
1670858490,1.016,0.09
1670858490,1.014,0.099
1670858490,1.016,0.102
1670858490,1.017,0.104
1670858490,1.016,0.096
1670858491,1.018,0.093
1670858491,1.018,0.088
1670858491,1.019,0.092
1670858491,1.017,0.096
1670858491,1.016,0.091
1670858491,1.018,0.091
1670858491,1.016,0.093
1670858491,1.018,0.101
1670858491,1.015,0.082
1670858491,1.018,0.087
1670858491,1.018,0.093
1670858491,1.017,0.095
1670858491,1.018,0.1
1670858491,1.018,0.094
1670858491,1.016,0.102
1670858491,1.019,0.088
1670858491,1.016,0.094
1670858491,1.017,0.092
1670858491,1.019,0.096
1670858491,1.014,0.088
1670858492,1.018,0.094
1670858492,1.018,0.089
1670858492,1.016,0.09
1670858492,1.019,0.097
1670858492,1.013,0.091
1670858492,1.018,0.093
1670858492,1.019,0.098
1670858492,1.023,0.094
1670858492,1.017,0.097
1670858492,1.017,0.093
1670858492,1.018,0.096
1670858492,1.016,0.094
1670858492,1.015,0.09
1670858492,1.012,0.099
1670858492,1.017,0.091
1670858492,1.016,0.095
1670858492,1.02,0.092
1670858492,1.016,0.092
1670858492,1.019,0.093
1670858492,1.016,0.087
1670858493,1.017,0.104
1670858493,1.017,0.094
1670858493,1.018,0.093
1670858493,1.017,0.097
1670858493,1.018,0.097
1670858493,1.016,0.092
1670858493,1.02,0.089
1670858493,1.02,0.086
1670858493,1.019,0.09
1670858493,1.031,0.081
1670858493,1.017,0.088
1670858493,1.02,0.094
1670858493,1.018,0.089
1670858493,1.018,0.089
1670858493,1.016,0.093
1670858493,1.015,0.095
1670858493,1.016,0.101
1670858493,1.018,0.103
1670858493,1.016,0.09
1670858493,1.016,0.091
1670858494,1.017,0.087
1670858494,1.015,0.1
1670858494,1.016,0.093
1670858494,1.017,0.094
1670858494,1.018,0.096
1670858494,1.022,0.088
1670858494,1.017,0.091
1670858494,1.015,0.091
1670858494,1.016,0.095
1670858494,1.016,0.095
1670858494,1.016,0.103
1670858494,1.016,0.085
1670858494,1.016,0.11
1670858494,1.015,0.091
1670858494,1.015,0.119
1670858494,1.016,0.089
1670858494,1.017,0.101
1670858494,1.016,0.105
1670858494,1.015,0.1
1670858494,1.016,0.081
1670858495,1.021,0.102
1670858495,1.017,0.094
1670858495,1.015,0.095
1670858495,1.015,0.098
1670858495,1.02,0.076
1670858495,1.017,0.095
1670858495,1.018,0.088
1670858495,1.016,0.074
1670858495,1.012,0.064
1670858495,1.016,0.113
1670858495,1.033,0.124
1670858495,1.019,0.107
1670858495,1.022,0.096
1670858495,1.014,0.091
1670858495,1.017,0.04
1670858495,1.019,0.101
1670858495,1.017,0.122
1670858495,1.017,0.082
1670858495,1.018,0.089
1670858495,1.018,0.073
1670858496,1.016,0.072
1670858496,1.019,0.135
1670858496,1.016,0.059
1670858496,1.017,0.112
1670858496,1.016,0.078
1670858496,1.021,0.077
1670858496,1.018,0.09
1670858496,1.017,0.074
1670858496,1.016,0.084
1670858496,1.018,0.131
1670858496,1.02,0.068
1670858496,1.022,0.103
1670858496,1.021,0.035
1670858496,1.019,0.075
1670858496,1.015,0.071
1670858496,1.018,0.09
1670858496,1.016,0.093
1670858496,1.017,0.076
1670858496,1.017,0.075
1670858496,1.02,0.128
1670858497,1.015,0.047
1670858497,1.017,0.102
1670858497,1.019,0.057
1670858497,1.015,0.094
1670858497,1.016,0.144
1670858497,1.018,0.096
1670858497,1.016,0.073
1670858497,1.017,0.086
1670858497,1.016,0.133
1670858497,1.015,0.104
1670858497,1.017,0.091
1670858497,1.017,0.124
1670858497,1.016,0.121
1670858497,1.018,0.089
1670858497,1.016,0.072
1670858497,1.017,0.062
1670858497,1.016,0.137
1670858497,1.012,0.031
1670858497,1.015,0.025
1670858497,1.017,0.087
1670858498,1.015,0.05
1670858498,1.019,0.122
1670858498,1.016,0.113
1670858498,1.015,0.07
1670858498,1.016,0.096
1670858498,1.019,0.105
1670858498,1.018,0.112
1670858498,1.019,0.091
1670858498,1.015,0.083
1670858498,1.014,0.02
1670858498,1.02,0.158
1670858498,1.015,0.025
1670858498,1.017,0.086
1670858498,1.018,0.062
1670858498,1.017,0.095
1670858498,1.013,0.068
1670858498,1.015,0.029
1670858498,1.018,0.066
1670858498,1.015,0.122
1670858498,1.017,0.112
1670858499,1.015,0.113
1670858499,1.018,0.057
1670858499,1.018,0.117
1670858499,1.018,0.115
1670858499,1.017,0.123
1670858499,1.016,0.07
1670858499,1.018,0.052
1670858499,1.017,0.099
1670858499,1.018,0.075
1670858499,1.015,0.111
1670858499,1.016,0.097
1670858499,1.016,0.05
1670858499,1.017,0.102
1670858499,1.019,0.118
1670858499,1.018,0.078
1670858499,1.016,0.075
1670858499,1.019,0.104
1670858499,1.019,0.05
1670858499,1.016,0.114
1670858499,1.017,0.077
1670858500,1.013,0.093
1670858500,1.016,0.088
1670858500,1.019,0.082
1670858500,1.015,0.085
1670858500,1.02,0.116
1670858500,1.016,0.079
1670858500,1.018,0.095
1670858500,1.017,0.097
1670858500,1.022,0.091
1670858500,1.017,0.077
1670858500,1.019,0.108
1670858500,1.016,0.109
1670858500,1.018,0.091
1670858500,1.015,0.091
1670858500,1.017,0.132
1670858500,1.016,0.103
1670858500,1.015,0.082
1670858500,1.017,0.102
1670858500,1.017,0.093
1670858500,1.018,0.106
1670858501,1.016,0.09
1670858501,1.016,0.098
1670858501,1.019,0.09
1670858501,1.019,0.096
1670858501,1.016,0.098
1670858501,1.017,0.094
1670858501,1.016,0.09
1670858501,1.019,0.082
1670858501,1.019,0.096
1670858501,1.014,0.094
1670858501,1.017,0.091
1670858501,1.015,0.096
1670858501,1.016,0.085
1670858501,1.018,0.091
1670858501,1.018,0.09
1670858501,1.018,0.094
1670858501,1.018,0.089
1670858501,1.017,0.101
1670858501,1.016,0.099
1670858501,1.016,0.095
1670858502,1.015,0.092
1670858502,1.019,0.091
1670858502,1.02,0.091
1670858502,1.015,0.096
1670858502,1.019,0.097
1670858502,1.015,0.096
1670858502,1.018,0.095
1670858502,1.018,0.094
1670858502,1.023,0.082
1670858502,1.018,0.093
1670858502,1.017,0.094
1670858502,1.016,0.086
1670858502,1.016,0.092
1670858502,1.019,0.089
1670858502,1.018,0.096
1670858502,1.018,0.091
1670858502,1.018,0.095
1670858502,1.019,0.096
1670858502,1.019,0.096
1670858502,1.022,0.081
1670858503,1.016,0.093
1670858503,1.016,0.093
1670858503,1.02,0.09
1670858503,1.017,0.093
1670858503,1.017,0.098
1670858503,1.014,0.092
1670858503,1.018,0.093
1670858503,1.018,0.091
1670858503,1.016,0.089
1670858503,1.017,0.095
1670858503,1.017,0.098
1670858503,1.016,0.096
1670858503,1.02,0.099
1670858503,1.019,0.097
1670858503,1.018,0.093
1670858503,1.017,0.093
1670858503,1.016,0.092
1670858503,1.014,0.096
1670858503,1.015,0.096
1670858503,1.019,0.09
1670858504,1.016,0.1
1670858504,1.016,0.096
1670858504,1.015,0.095
1670858504,1.014,0.096
1670858504,1.016,0.087
1670858504,1.018,0.092
1670858504,1.014,0.1
1670858504,1.019,0.09
1670858504,1.013,0.09
1670858504,1.014,0.093
1670858504,1.018,0.088
1670858504,1.017,0.094
1670858504,1.018,0.086
1670858504,1.016,0.092
1670858504,1.016,0.091
1670858504,1.014,0.09
1670858504,1.018,0.092
1670858504,1.017,0.098
1670858504,1.016,0.091
1670858504,1.02,0.084
1670858505,1.017,0.087
1670858505,1.018,0.097
1670858505,1.017,0.089
1670858505,1.015,0.092
1670858505,1.018,0.088
1670858505,1.016,0.096
1670858505,1.016,0.093
1670858505,1.015,0.086
1670858505,1.018,0.092
1670858505,1.019,0.093
1670858505,1.014,0.087
1670858505,1.016,0.095
1670858505,1.014,0.09
1670858505,1.012,0.097
1670858505,1.017,0.087
1670858505,1.014,0.092
1670858505,1.016,0.089
1670858505,1.013,0.087
1670858505,1.014,0.085
1670858505,1.019,0.091
1670858506,1.018,0.092
1670858506,1.017,0.093
1670858506,1.015,0.096
1670858506,1.017,0.09
1670858506,1.017,0.093
1670858506,1.015,0.087
1670858506,1.017,0.097
1670858506,1.013,0.088
1670858506,1.015,0.094
1670858506,1.015,0.096
1670858506,1.015,0.086
1670858506,1.017,0.09
1670858506,1.018,0.094
1670858506,1.015,0.092
1670858506,1.018,0.093
1670858506,1.017,0.091
1670858506,1.016,0.092
1670858506,1.014,0.103
1670858506,1.015,0.09
1670858506,1.017,0.097
1670858507,1.015,0.09
1670858507,1.018,0.096
1670858507,1.014,0.1
1670858507,1.02,0.086
1670858507,1.015,0.092
1670858507,1.016,0.097
1670858507,1.013,0.092
1670858507,1.018,0.097
1670858507,1.018,0.094
1670858507,1.016,0.097
1670858507,1.019,0.092
1670858507,1.017,0.091
1670858507,1.013,0.1
1670858507,1.017,0.086
1670858507,1.014,0.095
1670858507,1.017,0.088
1670858507,1.017,0.085
1670858507,1.015,0.088
1670858507,1.016,0.085
1670858507,1.016,0.091
1670858508,1.018,0.091
1670858508,1.016,0.091
1670858508,1.014,0.092
1670858508,1.016,0.089
1670858508,1.016,0.084
1670858508,1.016,0.09
1670858508,1.015,0.087
1670858508,1.015,0.097
1670858508,1.016,0.101
1670858508,1.014,0.093
1670858508,1.015,0.094
1670858508,1.015,0.104
1670858508,1.012,0.099
1670858508,1.014,0.087
1670858508,1.014,0.084
1670858508,1.014,0.101
1670858508,1.015,0.093
1670858508,1.016,0.094
1670858508,1.015,0.091
1670858508,1.014,0.103
1670858509,1.012,0.097
1670858509,1.018,0.089
1670858509,1.02,0.084
1670858509,1.014,0.095
1670858509,1.016,0.099
1670858509,1.017,0.098
1670858509,1.015,0.098
1670858509,1.018,0.097
1670858509,1.016,0.092
1670858509,1.016,0.1
1670858509,1.012,0.09
1670858509,1.015,0.092
1670858509,1.016,0.095
1670858509,1.017,0.093
1670858509,1.018,0.093
1670858509,1.013,0.092
1670858509,1.015,0.093
1670858509,1.014,0.093
1670858509,1.015,0.093
1670858509,1.015,0.088
1670858510,1.016,0.084
1670858510,1.017,0.108
1670858510,1.017,0.09
1670858510,1.018,0.094
1670858510,1.013,0.088
1670858510,1.015,0.108
1670858510,1.014,0.106
1670858510,1.016,0.094
1670858510,1.018,0.083
1670858510,1.015,0.098
1670858510,1.016,0.091
1670858510,1.016,0.102
1670858510,1.024,0.129
1670858510,1.014,0.085
1670858510,1.017,0.126
1670858510,1.013,0.095
1670858510,1.016,0.089
1670858510,1.015,0.1
1670858510,1.015,0.033
1670858510,1.016,0.093
1670858511,1.013,0.104
1670858511,1.017,0.128
1670858511,1.018,0.113
1670858511,1.017,0.091
1670858511,1.014,0.077
1670858511,1.016,0.068
1670858511,1.018,0.058
1670858511,1.023,0.091
1670858511,1.016,0.091
1670858511,1.011,0.093
1670858511,1.018,0.082
1670858511,1.016,0.107
1670858511,1.018,0.08
1670858511,1.016,0.084
1670858511,1.015,0.064
1670858511,1.017,0.101
1670858511,1.019,0.13
1670858511,1.017,0.054
1670858511,1.017,0.076
1670858511,1.016,0.078
1670858512,1.016,0.084
1670858512,1.016,0.116
1670858512,1.015,0.063
1670858512,1.017,0.067
1670858512,1.014,0.104
1670858512,1.016,0.083
1670858512,1.016,0.114
1670858512,1.017,0.106
1670858512,1.017,0.06
1670858512,1.017,0.052
1670858512,1.017,0.119
1670858512,1.017,0.103
1670858512,1.017,0.104
1670858512,1.017,0.095
1670858512,1.016,0.091
1670858512,1.017,0.104
1670858512,1.017,0.098
1670858512,1.016,0.111
1670858512,1.017,0.084
1670858512,1.018,0.093
1670858513,1.018,0.084
1670858513,1.017,0.073
1670858513,1.017,0.101
1670858513,1.018,0.086
1670858513,1.015,0.113
1670858513,1.017,0.088
1670858513,1.016,0.12
1670858513,1.022,0.099
1670858513,1.009,0.091
1670858513,1.016,0.117
1670858513,1.015,0.094
1670858513,1.014,0.085
1670858513,1.018,0.092
1670858513,1.014,0.069
1670858513,1.014,0.049
1670858513,1.014,0.055
1670858513,1.019,0.088
1670858513,1.019,0.111
1670858513,1.016,0.089
1670858513,1.015,0.081
1670858514,1.016,0.109
1670858514,1.013,0.081
1670858514,1.014,0.093
1670858514,1.015,0.053
1670858514,1.016,0.108
1670858514,1.018,0.111
1670858514,1.016,0.132
1670858514,1.014,0.054
1670858514,1.017,0.063
1670858514,1.016,0.116
1670858514,1.014,0.071
1670858514,1.015,0.141
1670858514,1.018,0.167
1670858514,1.014,0.058
1670858514,2.333,0.024
1670858514,2.451,0.044
1670858514,2.448,0.069
1670858514,2.451,0.082
1670858514,2.454,0.099
1670858514,2.452,0.111
1670858515,2.455,0.07
1670858515,2.448,0.099
1670858515,2.449,0.106
1670858515,2.451,0.083
1670858515,2.453,0.086
1670858515,2.45,0.09
1670858515,2.454,0.104
1670858515,2.448,0.077
1670858515,2.45,0.063
1670858515,2.161,0.151
1670858515,1.014,0.078
1670858515,1.014,0.071
1670858515,1.015,0.082
1670858515,1.016,5.471
1670858515,1.014,8.216
1670858515,1.013,8.222
1670858515,1.013,8.221
1670858515,1.015,8.219
1670858515,1.016,8.223
1670858515,1.016,8.227
1670858516,1.012,8.207
1670858516,1.016,8.222
1670858516,1.014,8.218
1670858516,1.014,8.221
1670858516,1.015,8.218
1670858516,1.013,8.217
1670858516,1.016,8.212
1670858516,1.014,2.204
1670858516,1.017,0.1
1670858516,1.019,0.087
1670858516,1.016,0.085
1670858516,1.014,0.093
1670858516,1.014,0.088
1670858516,1.391,0.096
1670858516,2.45,0.101
1670858516,2.45,0.098
1670858516,2.451,0.086
1670858516,2.452,0.095
1670858516,2.453,0.088
1670858516,2.45,0.101
1670858517,2.451,0.094
1670858517,2.453,0.097
1670858517,2.451,0.096
1670858517,2.453,0.088
1670858517,2.45,0.089
1670858517,2.451,0.094
1670858517,2.449,0.09
1670858517,2.449,0.091
1670858517,1.562,0.097
1670858517,1.013,0.101
1670858517,1.014,0.089
1670858517,1.014,0.094
1670858517,1.017,0.089
1670858517,1.013,8.216
1670858517,1.015,8.221
1670858517,1.014,8.222
1670858517,1.015,8.208
1670858517,1.014,8.219
1670858517,1.016,8.223
1670858517,1.012,8.219
1670858518,1.016,8.211
1670858518,1.018,8.215
1670858518,1.015,8.221
1670858518,1.016,8.216
1670858518,1.016,8.224
1670858518,1.017,8.215
1670858518,1.017,5.621
1670858518,1.018,0.099
1670858518,2.134,0.093
1670858518,2.451,0.099
1670858518,2.452,0.091
1670858518,2.452,0.094
1670858518,2.454,0.092
1670858518,2.45,0.091
1670858518,2.454,0.088
1670858518,2.452,0.096
1670858518,2.45,0.096
1670858518,2.452,0.088
1670858518,2.45,0.095
1670858518,2.454,0.091
1670858519,2.452,0.096
1670858519,2.421,0.088
1670858519,1.017,0.099
1670858519,1.02,0.098
1670858519,1.019,0.098
1670858519,1.014,0.094
1670858519,1.019,0.088
1670858519,1.016,0.093
1670858519,1.017,7.403
1670858519,1.015,8.217
1670858519,1.017,8.21
1670858519,1.016,8.212
1670858519,1.019,8.229
1670858519,1.016,8.21
1670858519,1.017,8.218
1670858519,1.018,8.216
1670858519,1.014,8.217
1670858519,1.014,8.215
1670858519,1.016,8.219
1670858519,1.015,1.242
1670858520,1.016,0.089
1670858520,1.019,0.093
1670858520,1.018,0.086
1670858520,1.015,0.096
1670858520,1.015,0.09
1670858520,1.018,0.094
1670858520,1.014,0.093
1670858520,1.018,0.091
1670858520,1.02,0.09
1670858520,1.015,0.098
1670858520,1.017,0.09
1670858520,1.017,0.095
1670858520,1.019,0.091
1670858520,1.015,0.083
1670858520,1.014,0.099
1670858520,1.017,0.099
1670858520,1.018,0.097
1670858520,1.018,0.083
1670858520,1.019,0.094
1670858520,1.02,0.123
1670858521,1.018,0.046
1670858521,1.016,0.093
1670858521,1.016,0.068
1670858521,1.016,0.089
1670858521,1.016,0.085
1670858521,1.015,0.116
1670858521,1.018,0.076
1670858521,1.021,0.136
1670858521,1.019,0.094
1670858521,1.018,0.104
1670858521,1.014,0.098
1670858521,1.02,0.098
1670858521,1.015,0.084
1670858521,1.017,0.096
1670858521,1.017,0.094
1670858521,1.016,0.092
1670858521,1.017,0.095
1670858521,1.016,0.099
1670858521,1.019,0.094
1670858521,1.015,0.091
1670858522,1.015,0.081
1670858522,1.018,0.099
1670858522,1.015,0.093
1670858522,1.014,0.091
1670858522,1.014,0.099
1670858522,1.016,0.092
1670858522,1.017,0.09
1670858522,1.018,0.086
1670858522,1.015,0.094
1670858522,1.019,0.095
1670858522,1.016,0.089
1670858522,1.014,0.098
1670858522,1.016,0.099
1670858522,1.017,0.089
1670858522,1.018,0.099
1670858522,1.016,0.1
1670858522,1.019,0.092
1670858522,1.014,0.095
1670858522,1.018,0.099
1670858522,1.015,0.094
1670858523,1.015,0.096
1670858523,1.019,0.096
1670858523,1.016,0.095
1670858523,1.019,0.093
1670858523,1.018,0.101
1670858523,1.018,0.089
1670858523,1.016,0.09
1670858523,1.016,0.092
1670858523,1.012,0.069
1670858523,1.019,0.093
1670858523,1.019,0.106
1670858523,1.016,0.089
1670858523,1.018,0.096
1670858523,1.017,0.092
1670858523,1.02,0.094
1670858523,1.017,0.095
1670858523,1.017,0.099
1670858523,1.018,0.088
1670858523,1.02,0.097
1670858523,1.018,0.096
1670858524,1.019,0.093
1670858524,1.017,0.093
1670858524,1.017,0.096
1670858524,1.014,0.097
1670858524,1.017,0.102
1670858524,1.016,0.09
1670858524,1.018,0.097
1670858524,1.012,0.086
1670858524,1.016,0.104
1670858524,1.019,0.099
1670858524,1.017,0.097
1670858524,1.016,0.088
1670858524,1.017,0.102
1670858524,1.018,0.105
1670858524,1.017,0.085
1670858524,1.013,0.087
1670858524,1.017,0.095
1670858524,1.018,0.097
1670858524,1.018,0.096
1670858524,1.017,0.096
1670858525,1.016,0.102
1670858525,1.014,0.091
1670858525,1.02,0.092
1670858525,1.015,0.096
1670858525,1.021,0.089
1670858525,1.014,0.086
1670858525,1.016,0.104
1670858525,1.015,0.1
1670858525,1.017,0.091
1670858525,1.019,0.102
1670858525,1.02,0.083
1670858525,1.02,0.092
1670858525,1.017,0.098
1670858525,1.018,0.095
1670858525,1.017,0.096
1670858525,1.014,0.101
1670858525,1.015,0.092
1670858525,1.019,0.094
1670858525,1.016,0.095
1670858525,1.018,0.097
1670858526,1.019,0.109
1670858526,1.017,0.094
1670858526,1.015,0.11
1670858526,1.017,0.106
1670858526,1.018,0.103
1670858526,1.02,0.091
1670858526,1.019,0.078
1670858526,1.014,0.084
1670858526,1.015,0.107
1670858526,1.019,0.083
1670858526,1.016,0.095
1670858526,1.016,0.094
1670858526,1.018,0.105
1670858526,1.017,0.071
1670858526,1.017,0.089
1670858526,1.019,0.114
1670858526,1.014,0.076
1670858526,1.015,0.11
1670858526,1.017,0.093
1670858526,1.019,0.098
1670858527,1.016,0.071
1670858527,1.016,0.101
1670858527,1.017,0.119
1670858527,1.017,0.095
1670858527,1.016,0.091
1670858527,1.016,0.076
1670858527,1.017,0.09
1670858527,1.019,0.094
1670858527,1.017,0.109
1670858527,1.015,0.103
1670858527,1.014,0.098
1670858527,1.017,0.088
1670858527,1.019,0.096
1670858527,1.016,0.092
1670858527,1.016,0.117
1670858527,1.014,0.09
1670858527,1.017,0.062
1670858527,1.017,0.086
1670858527,1.019,0.099
1670858527,1.016,0.11
1670858528,1.019,0.061
1670858528,1.016,0.046
1670858528,1.017,0.072
1670858528,1.015,0.069
1670858528,1.013,0.072
1670858528,1.016,0.091
1670858528,1.017,0.074
1670858528,1.019,0.106
1670858528,1.017,0.11
1670858528,1.017,0.096
1670858528,1.015,0.116
1670858528,1.016,0.106
1670858528,1.017,0.084
1670858528,1.015,0.058
1670858528,1.016,0.107
1670858528,1.018,0.132
1670858528,1.018,0.154
1670858528,1.014,0.065
1670858528,1.017,0.038
1670858528,1.019,0.099
1670858529,1.017,0.114
1670858529,1.016,0.077
1670858529,1.019,0.089
1670858529,1.013,0.08
1670858529,1.019,0.106
1670858529,1.017,0.031
1670858529,1.017,0.101
1670858529,1.018,0.091
1670858529,1.015,0.055
1670858529,1.02,0.152
1670858529,1.018,0.104
1670858529,1.018,0.048
1670858529,1.018,0.085
1670858529,1.014,0.09
1670858529,1.018,0.107
1670858529,1.017,0.102
1670858529,1.019,0.107
1670858529,1.017,0.07
1670858529,1.019,0.135
1670858529,1.017,0.125
1670858530,1.016,0.061
1670858530,1.018,0.093
1670858530,1.02,0.104
1670858530,1.016,0.116
1670858530,1.013,0.017
1670858530,1.015,0.064
1670858530,1.019,0.079
1670858530,1.017,0.054
1670858530,1.016,0.054
1670858530,1.016,0.087
1670858530,1.017,0.077
1670858530,1.019,0.112
1670858530,1.018,0.087
1670858530,1.017,0.092
1670858530,1.021,0.135
1670858530,1.015,0.072
1670858530,1.019,0.121
1670858530,1.019,0.096
1670858530,1.016,0.11
1670858530,1.017,0.085
1670858531,1.018,0.116
1670858531,1.016,0.076
1670858531,1.019,0.09
1670858531,1.017,0.086
1670858531,1.018,0.1
1670858531,1.014,0.097
1670858531,1.019,0.088
1670858531,1.017,0.059
1670858531,1.016,0.09
1670858531,1.017,0.09
1670858531,1.015,0.085
1670858531,1.02,0.092
1670858531,1.02,0.112
1670858531,1.016,0.119
1670858531,1.016,0.1
1670858531,1.021,0.102
1670858531,1.015,0.08
1670858531,1.019,0.078
1670858531,1.017,0.106
1670858531,1.018,0.1
1670858532,1.021,0.096
1670858532,1.018,0.082
1670858532,1.017,0.097
1670858532,1.02,0.094
1670858532,1.017,0.083
1670858532,1.017,0.09
1670858532,1.02,0.093
1670858532,1.016,0.098
1670858532,1.017,0.087
1670858532,1.019,0.094
1670858532,1.018,0.096
1670858532,1.022,0.108
1670858532,1.015,0.09
1670858532,1.018,0.099
1670858532,1.019,0.095
1670858532,1.018,0.086
1670858532,1.019,0.094
1670858532,1.021,0.096
1670858532,1.021,0.094
1670858532,1.019,0.094
1670858533,1.019,0.091
1670858533,1.018,0.094
1670858533,1.019,0.101
1670858533,1.02,0.095
1670858533,1.017,0.097
1670858533,1.017,0.089
1670858533,1.022,0.101
1670858533,1.018,0.092
1670858533,1.019,0.095
1670858533,1.019,0.097
1670858533,1.017,0.096
1670858533,1.019,0.093
1670858533,1.021,0.097
1670858533,1.019,0.085
1670858533,1.015,0.094
1670858533,1.019,0.098
1670858533,1.018,0.086
1670858533,1.014,0.089
1670858533,1.017,0.097
1670858533,1.016,0.096
1670858534,1.017,0.085
1670858534,1.016,0.097
1670858534,1.021,0.085
1670858534,1.016,0.084
1670858534,1.019,0.097
1670858534,1.017,0.091
1670858534,1.018,0.096
1670858534,1.018,0.095
1670858534,1.016,0.087
1670858534,1.02,0.088
1670858534,1.015,0.088
1670858534,1.02,0.093
1670858534,1.021,0.099
1670858534,1.02,0.096
1670858534,1.014,0.095
1670858534,1.019,0.09
1670858534,1.014,0.087
1670858534,1.016,0.1
1670858534,1.018,0.09
1670858534,1.018,0.102
1670858535,1.016,0.092
1670858535,1.015,0.096
1670858535,1.017,0.086
1670858535,1.014,0.104
1670858535,1.014,0.095
1670858535,1.019,0.096
1670858535,1.015,0.092
1670858535,1.017,0.092
1670858535,1.013,0.085
1670858535,1.02,0.089
1670858535,1.018,0.094
1670858535,1.016,0.091
1670858535,1.018,0.086
1670858535,1.015,0.088
1670858535,1.014,0.092
1670858535,1.017,0.097
1670858535,1.019,0.095
1670858535,1.017,0.096
1670858535,1.015,0.093
1670858535,1.015,0.09
1670858536,1.016,0.088
1670858536,1.016,0.096
1670858536,1.017,0.094
1670858536,1.019,0.096
1670858536,1.018,0.099
1670858536,1.016,0.091
1670858536,1.017,0.097
1670858536,1.019,0.085
1670858536,1.017,0.09
1670858536,1.006,0.098
1670858536,1.015,0.094
1670858536,1.019,0.091
1670858536,1.017,0.103
1670858536,1.017,0.093
1670858536,1.015,0.091
1670858536,1.017,0.092
1670858536,1.015,0.094
1670858536,1.018,0.089
1670858536,1.018,0.088
1670858536,1.018,0.088
1670858537,1.019,0.095
1670858537,1.019,0.095
1670858537,1.016,0.087
1670858537,1.02,0.094
1670858537,1.014,0.099
1670858537,1.014,0.083
1670858537,1.016,0.093
1670858537,1.019,0.095
1670858537,1.016,0.09
1670858537,1.016,0.088
1670858537,1.016,0.097
1670858537,1.019,0.098
1670858537,1.014,0.096
1670858537,1.019,0.103
1670858537,1.016,0.092
1670858537,1.015,0.091
1670858537,1.019,0.093
1670858537,1.017,0.089
1670858537,1.013,0.092
1670858537,1.018,0.088
1670858538,1.014,0.096
1670858538,1.02,0.083
1670858538,1.018,0.094
1670858538,1.018,0.09
1670858538,1.018,0.102
1670858538,1.015,0.102
1670858538,1.019,0.095
1670858538,1.016,0.084
1670858538,1.017,0.093
1670858538,1.013,0.086
1670858538,1.016,0.091
1670858538,1.017,0.091
1670858538,1.015,0.083
1670858538,1.014,0.09
1670858538,1.018,0.097
1670858538,1.016,0.095
1670858538,1.019,0.097
1670858538,1.016,0.089
1670858538,1.015,0.094
1670858538,1.016,0.093
1670858539,1.016,0.09
1670858539,1.016,0.092
1670858539,1.017,0.103
1670858539,1.018,0.094
1670858539,1.017,0.092
1670858539,1.019,0.102
1670858539,1.019,0.087
1670858539,1.017,0.091
1670858539,1.017,0.092
1670858539,1.017,0.096
1670858539,1.019,0.089
1670858539,1.019,0.096
1670858539,1.017,0.099
1670858539,1.015,0.099
1670858539,1.017,0.09
1670858539,1.014,0.101
1670858539,1.017,0.092
1670858539,1.018,0.089
1670858539,1.019,0.091
1670858539,1.016,0.084
1670858540,1.02,0.092
1670858540,1.02,0.096
1670858540,1.018,0.092
1670858540,1.015,0.091
1670858540,1.018,0.097
1670858540,1.02,0.09
1670858540,1.014,0.098
1670858540,1.015,0.092
1670858540,1.018,0.092
1670858540,1.017,0.096
1670858540,1.018,0.088
1670858540,1.016,0.073
1670858540,1.015,0.094
1670858540,1.017,0.087
1670858540,1.017,0.099
1670858540,1.018,0.091
1670858540,1.015,0.093
