Temps,Channel A Last (V),Channel B Last (V)
1670857545,1.016,0.089
1670857545,1.016,0.093
1670857545,1.016,0.091
1670857545,1.015,0.091
1670857545,1.016,0.098
1670857545,1.018,0.094
1670857545,1.016,0.093
1670857545,1.017,0.098
1670857545,1.017,0.083
1670857545,1.015,0.086
1670857545,1.016,0.098
1670857545,1.015,0.086
1670857545,1.014,0.091
1670857545,1.014,0.095
1670857545,1.013,0.085
1670857546,1.018,0.099
1670857546,1.015,0.092
1670857546,1.015,0.085
1670857546,1.014,0.096
1670857546,1.016,0.085
1670857546,1.019,0.09
1670857546,1.014,0.09
1670857546,1.013,0.096
1670857546,1.734,0.089
1670857546,2.452,0.091
1670857546,2.451,0.101
1670857546,2.449,0.09
1670857546,2.451,0.098
1670857546,2.449,0.09
1670857546,2.454,0.089
1670857546,2.451,0.095
1670857546,2.45,0.089
1670857546,2.451,0.094
1670857546,2.448,0.088
1670857546,2.448,0.089
1670857547,2.448,0.087
1670857547,2.452,0.089
1670857547,2.449,0.088
1670857547,2.425,0.093
1670857547,1.018,0.087
1670857547,1.015,0.087
1670857547,1.019,0.094
1670857547,1.013,0.899
1670857547,1.016,8.214
1670857547,1.013,8.212
1670857547,1.014,8.215
1670857547,1.014,8.21
1670857547,1.013,8.212
1670857547,1.012,8.207
1670857547,1.013,8.2
1670857547,1.015,8.212
1670857547,1.018,8.22
1670857547,1.013,8.216
1670857547,1.016,8.209
1670857547,1.017,8.21
1670857548,1.015,8.218
1670857548,1.015,6.921
1670857548,1.015,0.098
1670857548,1.014,0.094
1670857548,1.018,0.101
1670857548,1.017,0.098
1670857548,1.015,0.092
1670857548,1.017,0.092
1670857548,1.015,0.092
1670857548,1.014,0.09
1670857548,1.015,0.092
1670857548,1.015,0.074
1670857548,2.077,0.099
1670857548,2.449,0.087
1670857548,2.453,0.094
1670857548,2.449,0.1
1670857548,2.448,0.086
1670857548,2.452,0.088
1670857548,2.45,0.103
1670857548,2.45,0.095
1670857549,2.457,0.081
1670857549,2.453,0.088
1670857549,2.45,0.093
1670857549,2.45,0.091
1670857549,2.453,0.094
1670857549,2.45,0.092
1670857549,1.71,0.087
1670857549,1.018,0.109
1670857549,1.015,0.103
1670857549,1.013,0.083
1670857549,1.018,0.109
1670857549,1.02,5.641
1670857549,1.015,8.213
1670857549,1.018,8.208
1670857549,1.017,8.212
1670857549,1.014,8.209
1670857549,1.017,8.207
1670857549,1.013,8.213
1670857549,1.018,8.211
1670857549,2.105,8.211
1670857550,2.451,8.217
1670857550,2.448,8.215
1670857550,2.449,8.208
1670857550,2.448,8.206
1670857550,2.449,4.475
1670857550,2.449,0.089
1670857550,2.452,0.068
1670857550,2.448,0.099
1670857550,2.451,0.066
1670857550,2.45,0.084
1670857550,2.455,0.099
1670857550,2.449,0.11
1670857550,2.449,0.1
1670857550,1.791,0.088
1670857550,1.016,0.085
1670857550,1.016,0.07
1670857550,1.015,0.154
1670857550,1.019,0.073
1670857550,1.018,0.443
1670857550,1.017,8.208
1670857551,1.012,8.206
1670857551,1.014,8.21
1670857551,1.015,8.216
1670857551,1.013,8.217
1670857551,1.012,8.212
1670857551,1.012,8.2
1670857551,1.014,8.217
1670857551,1.016,8.203
1670857551,1.013,8.21
1670857551,1.012,8.209
1670857551,1.016,7.888
1670857551,1.016,0.115
1670857551,1.017,0.102
1670857551,1.016,0.062
1670857551,1.018,0.117
1670857551,1.015,0.086
1670857551,1.016,0.099
1670857551,1.013,0.042
1670857551,1.017,0.044
1670857551,1.018,0.073
1670857552,1.012,0.057
1670857552,1.015,0.069
1670857552,1.014,0.078
1670857552,1.018,0.1
1670857552,1.019,0.088
1670857552,1.016,0.072
1670857552,1.014,0.077
1670857552,1.015,0.1
1670857552,1.014,0.13
1670857552,1.015,0.095
1670857552,1.016,0.104
1670857552,1.012,0.074
1670857552,1.014,0.042
1670857552,1.013,0.054
1670857552,1.016,0.131
1670857552,1.012,0.053
1670857552,1.018,0.106
1670857552,1.015,0.065
1670857552,1.017,0.103
1670857552,1.02,0.126
1670857553,1.017,0.11
1670857553,1.014,0.076
1670857553,1.015,0.119
1670857553,1.014,0.095
1670857553,1.017,0.095
1670857553,1.016,0.096
1670857553,1.018,0.105
1670857553,1.017,0.098
1670857553,1.019,0.136
1670857553,1.013,0.1
1670857553,1.015,0.094
1670857553,1.015,0.055
1670857553,1.017,0.071
1670857553,1.012,0.063
1670857553,1.017,0.082
1670857553,1.011,0.079
1670857553,1.015,0.115
1670857553,1.016,0.062
1670857553,1.016,0.056
1670857553,1.017,0.067
1670857554,1.015,0.099
1670857554,1.014,0.093
1670857554,1.014,0.076
1670857554,1.014,0.097
1670857554,1.014,0.071
1670857554,1.012,0.074
1670857554,1.015,0.093
1670857554,1.015,0.132
1670857554,1.017,0.113
1670857554,1.016,0.111
1670857554,1.016,0.058
1670857554,1.014,0.092
1670857554,1.015,0.094
1670857554,1.018,0.06
1670857554,1.014,0.087
1670857554,1.014,0.088
1670857554,1.017,0.107
1670857554,1.011,0.066
1670857554,1.017,0.09
1670857554,1.015,0.07
1670857555,1.017,0.103
1670857555,1.015,0.087
1670857555,1.016,0.106
1670857555,1.015,0.072
1670857555,1.013,0.071
1670857555,1.017,0.086
1670857555,1.015,0.084
1670857555,1.014,0.055
1670857555,1.017,0.11
1670857555,1.015,0.072
1670857555,1.015,0.101
1670857555,1.016,0.093
1670857555,1.017,0.096
1670857555,1.013,0.089
1670857555,1.016,0.102
1670857555,1.015,0.088
1670857555,1.018,0.095
1670857555,1.014,0.085
1670857555,1.016,0.095
1670857555,1.013,0.092
1670857556,1.015,0.093
1670857556,1.016,0.08
1670857556,1.016,0.094
1670857556,1.016,0.085
1670857556,1.016,0.098
1670857556,1.014,0.088
1670857556,1.018,0.094
1670857556,1.016,0.089
1670857556,1.016,0.097
1670857556,1.014,0.087
1670857556,1.015,0.097
1670857556,1.014,0.089
1670857556,1.017,0.089
1670857556,1.015,0.097
1670857556,1.015,0.089
1670857556,1.016,0.091
1670857556,1.017,0.09
1670857556,1.018,0.095
1670857556,1.016,0.092
1670857556,1.016,0.091
1670857557,1.017,0.085
1670857557,1.015,0.092
1670857557,1.015,0.085
1670857557,1.016,0.09
1670857557,1.014,0.09
1670857557,1.016,0.092
1670857557,1.014,0.094
1670857557,1.021,0.094
1670857557,1.017,0.085
1670857557,1.016,0.09
1670857557,1.017,0.085
1670857557,1.015,0.086
1670857557,1.015,0.088
1670857557,1.015,0.096
1670857557,1.016,0.098
1670857557,1.016,0.094
1670857557,1.014,0.085
1670857557,1.019,0.096
1670857557,1.021,0.091
1670857557,1.016,0.096
1670857558,1.017,0.091
1670857558,1.016,0.086
1670857558,1.018,0.086
1670857558,1.013,0.092
1670857558,1.015,0.092
1670857558,1.015,0.088
1670857558,1.02,0.095
1670857558,1.016,0.094
1670857558,1.015,0.089
1670857558,1.015,0.087
1670857558,1.014,0.086
1670857558,1.013,0.092
1670857558,1.016,0.087
1670857558,1.017,0.098
1670857558,1.016,0.092
1670857558,1.016,0.094
1670857558,1.015,0.09
1670857558,1.016,0.091
1670857558,1.018,0.091
1670857558,1.016,0.095
1670857559,1.018,0.092
1670857559,1.013,0.091
1670857559,1.015,0.087
1670857559,1.012,0.095
1670857559,1.019,0.099
1670857559,1.015,0.084
1670857559,1.013,0.092
1670857559,1.014,0.094
1670857559,1.015,0.094
1670857559,1.019,0.095
1670857559,1.016,0.088
1670857559,1.016,0.092
1670857559,1.012,0.09
1670857559,1.019,0.094
1670857559,1.017,0.095
1670857559,1.016,0.089
1670857559,1.017,0.088
1670857559,1.015,0.098
1670857559,1.016,0.087
1670857559,1.016,0.091
1670857560,1.016,0.088
1670857560,1.017,0.09
1670857560,1.012,0.087
1670857560,1.018,0.093
1670857560,1.014,0.09
1670857560,1.016,0.085
1670857560,1.016,0.088
1670857560,1.016,0.094
1670857560,1.014,0.1
1670857560,1.016,0.097
1670857560,1.013,0.084
1670857560,1.015,0.091
1670857560,1.017,0.092
1670857560,1.014,0.085
1670857560,1.013,0.088
1670857560,1.015,0.088
1670857560,1.015,0.095
1670857560,1.016,0.09
1670857560,1.013,0.088
1670857560,1.019,0.087
1670857561,1.015,0.088
1670857561,1.015,0.091
1670857561,1.017,0.092
1670857561,1.017,0.093
1670857561,1.014,0.089
1670857561,1.015,0.09
1670857561,1.016,0.092
1670857561,1.012,0.11
1670857561,1.014,0.081
1670857561,1.012,0.093
1670857561,1.016,0.087
1670857561,1.015,0.088
1670857561,1.016,0.095
1670857561,1.015,0.09
1670857561,1.015,0.089
1670857561,1.012,0.091
1670857561,1.018,0.087
1670857561,1.018,0.098
1670857561,1.013,0.094
1670857561,1.015,0.089
1670857562,1.018,0.088
1670857562,1.018,0.089
1670857562,1.016,0.09
1670857562,1.016,0.091
1670857562,1.019,0.094
1670857562,1.018,0.095
1670857562,1.015,0.099
1670857562,1.016,0.095
1670857562,1.012,0.091
1670857562,1.016,0.087
1670857562,1.014,0.09
1670857562,1.015,0.082
1670857562,1.012,0.095
1670857562,1.013,0.096
1670857562,1.016,0.094
1670857562,1.013,0.095
1670857562,1.015,0.085
1670857562,1.013,0.088
1670857562,1.018,0.09
1670857562,1.015,0.092
1670857563,1.018,0.092
1670857563,1.017,0.085
1670857563,1.013,0.087
1670857563,1.015,0.089
1670857563,1.014,0.098
1670857563,1.017,0.094
1670857563,1.016,0.098
1670857563,1.018,0.093
1670857563,1.015,0.094
1670857563,1.017,0.088
1670857563,1.014,0.089
1670857563,1.015,0.085
1670857563,1.016,0.087
1670857563,1.015,0.09
1670857563,1.016,0.089
1670857563,1.017,0.093
1670857563,1.013,0.095
1670857563,1.015,0.086
1670857563,1.016,0.095
1670857563,1.014,0.08
1670857564,1.013,0.094
1670857564,1.015,0.088
1670857564,1.015,0.082
1670857564,1.013,0.09
1670857564,1.015,0.089
1670857564,1.014,0.092
1670857564,1.013,0.091
1670857564,1.015,0.088
1670857564,1.017,0.091
1670857564,1.017,0.083
1670857564,1.017,0.093
1670857564,1.016,0.095
1670857564,1.011,0.091
1670857564,1.016,0.093
1670857564,1.011,0.094
1670857564,1.013,0.092
1670857564,1.016,0.089
1670857564,1.015,0.088
1670857564,1.013,0.092
1670857564,1.011,0.097
1670857565,1.015,0.09
1670857565,1.016,0.078
1670857565,1.014,0.09
1670857565,1.013,0.086
1670857565,1.014,0.084
1670857565,1.015,0.105
1670857565,1.016,0.084
1670857565,1.02,0.107
1670857565,1.013,0.102
1670857565,1.015,0.081
1670857565,1.018,0.116
1670857565,1.015,0.086
1670857565,1.013,0.072
1670857565,1.011,0.091
1670857565,1.016,0.096
1670857565,1.016,0.084
1670857565,1.017,0.086
1670857565,1.017,0.067
1670857565,1.009,0.066
1670857565,1.012,0.097
1670857566,1.012,0.087
1670857566,1.016,0.123
1670857566,1.011,0.113
1670857566,1.016,0.101
1670857566,1.016,0.107
1670857566,1.016,0.118
1670857566,1.013,0.087
1670857566,1.014,0.096
1670857566,1.013,0.073
1670857566,1.017,0.05
1670857566,1.017,0.108
1670857566,1.019,0.108
1670857566,1.015,0.096
1670857566,1.01,0.079
1670857566,1.015,0.111
1670857566,1.015,0.084
1670857566,1.014,0.095
1670857566,1.013,0.066
1670857566,1.016,0.098
1670857566,1.011,0.108
1670857567,1.012,0.125
1670857567,1.012,0.076
1670857567,1.013,0.106
1670857567,1.011,0.084
1670857567,1.015,0.082
1670857567,1.015,0.107
1670857567,1.013,0.056
1670857567,1.017,0.077
1670857567,1.012,0.045
1670857567,1.017,0.081
1670857567,1.027,0.14
1670857567,1.014,0.073
1670857567,1.015,0.071
1670857567,1.012,0.061
1670857567,1.015,0.094
1670857567,1.013,0.046
1670857567,1.015,0.116
1670857567,1.015,0.048
1670857567,1.013,0.059
1670857567,1.016,0.087
1670857568,1.013,0.077
1670857568,1.015,0.063
1670857568,1.018,0.103
1670857568,1.018,0.157
1670857568,1.015,0.092
1670857568,1.016,0.102
1670857568,1.015,0.108
1670857568,1.013,0.068
1670857568,1.016,0.075
1670857568,1.013,0.081
1670857568,1.017,0.111
1670857568,1.015,0.132
1670857568,1.019,0.124
1670857568,1.013,0.104
1670857568,1.013,0.081
1670857568,1.013,0.079
1670857568,1.014,0.078
1670857568,1.019,0.113
1670857568,1.011,0.045
1670857568,1.015,0.112
1670857569,1.015,0.079
1670857569,1.018,0.118
1670857569,1.02,0.184
1670857569,1.013,0.098
1670857569,1.016,0.092
1670857569,1.016,0.024
1670857569,1.016,0.087
1670857569,1.012,0.054
1670857569,1.016,0.068
1670857569,1.018,0.049
1670857569,1.012,0.052
1670857569,1.017,0.091
1670857569,1.016,0.094
1670857569,1.017,0.117
1670857569,1.015,0.114
1670857569,1.011,0.119
1670857569,1.015,0.076
1670857569,1.017,0.105
1670857569,1.012,0.053
1670857569,1.013,0.05
1670857570,1.014,0.068
1670857570,1.019,0.129
1670857570,1.01,0.089
1670857570,1.018,0.115
1670857570,1.013,0.059
1670857570,1.011,0.094
1670857570,1.012,0.085
1670857570,1.016,0.087
1670857570,1.016,0.108
1670857570,1.015,0.122
1670857570,1.016,0.064
1670857570,1.017,0.134
1670857570,1.011,0.111
1670857570,1.011,0.09
1670857570,1.014,0.079
1670857570,1.015,0.07
1670857570,1.014,0.077
1670857570,1.014,0.1
1670857570,1.015,0.068
1670857570,1.013,0.098
1670857571,1.015,0.116
1670857571,1.014,0.109
1670857571,1.016,0.094
1670857571,1.014,0.088
1670857571,1.013,0.107
1670857571,1.013,0.118
1670857571,1.012,0.087
1670857571,1.014,0.087
1670857571,1.012,0.092
1670857571,1.01,0.1
1670857571,1.015,0.102
1670857571,1.012,0.08
1670857571,1.014,0.092
1670857571,1.013,0.091
1670857571,1.013,0.085
1670857571,1.015,0.084
1670857571,1.015,0.091
1670857571,1.017,0.098
1670857571,1.017,0.093
1670857571,1.014,0.084
1670857572,1.015,0.091
1670857572,1.014,0.1
1670857572,1.014,0.086
1670857572,1.014,0.092
1670857572,1.019,0.089
1670857572,1.014,0.103
1670857572,1.016,0.098
1670857572,1.014,0.091
1670857572,1.017,0.095
1670857572,1.012,0.093
1670857572,1.016,0.091
1670857572,1.017,0.092
1670857572,1.013,0.096
1670857572,1.016,0.097
1670857572,1.014,0.089
1670857572,1.013,0.091
1670857572,1.013,0.089
1670857572,1.011,0.083
1670857572,1.011,0.09
1670857572,1.013,0.096
1670857573,1.017,0.083
1670857573,1.013,0.098
1670857573,1.013,0.089
1670857573,1.015,0.09
1670857573,1.01,0.094
1670857573,1.014,0.093
1670857573,1.016,0.097
1670857573,1.014,0.086
1670857573,1.015,0.093
1670857573,1.017,0.091
1670857573,1.015,0.081
1670857573,1.012,0.091
1670857573,1.016,0.083
1670857573,1.014,0.097
1670857573,1.011,0.092
1670857573,1.016,0.081
1670857573,1.012,0.089
1670857573,1.012,0.093
1670857573,1.012,0.09
1670857573,1.015,0.094
1670857574,1.01,0.094
1670857574,1.016,0.089
1670857574,1.015,0.096
1670857574,1.012,0.091
1670857574,1.016,0.091
1670857574,1.015,0.082
1670857574,1.015,0.09
1670857574,1.016,0.094
1670857574,1.011,0.089
1670857574,1.017,0.091
1670857574,1.017,0.09
1670857574,1.014,0.088
1670857574,1.012,0.089
1670857574,1.011,0.086
1670857574,1.014,0.088
1670857574,1.012,0.097
1670857574,1.015,0.094
1670857574,1.012,0.094
1670857574,1.014,0.081
1670857574,1.014,0.093
1670857575,1.016,0.09
1670857575,1.016,0.091
1670857575,1.014,0.091
1670857575,1.015,0.09
1670857575,1.012,0.089
1670857575,1.015,0.093
1670857575,1.011,0.09
1670857575,1.016,0.092
1670857575,1.009,0.096
1670857575,1.013,0.082
1670857575,1.013,0.087
1670857575,1.013,0.088
1670857575,1.012,0.098
1670857575,1.017,0.085
1670857575,1.014,0.1
1670857575,1.013,0.087
1670857575,1.014,0.092
1670857575,1.017,0.088
1670857575,1.013,0.087
1670857575,1.015,0.09
1670857576,1.013,0.096
1670857576,1.018,0.067
1670857576,1.012,0.098
1670857576,1.015,0.073
1670857576,1.016,0.081
1670857576,1.012,0.091
1670857576,1.015,0.129
1670857576,1.02,0.104
1670857576,1.014,0.116
1670857576,1.015,0.086
1670857576,1.013,0.106
1670857576,1.016,0.083
1670857576,1.015,0.093
1670857576,1.015,0.085
1670857576,1.017,0.08
1670857576,1.014,0.087
1670857576,1.016,0.093
1670857576,1.013,0.085
1670857576,1.013,0.093
1670857576,1.015,0.091
1670857577,1.014,0.099
1670857577,1.017,0.09
1670857577,1.014,0.091
1670857577,1.019,0.088
1670857577,1.014,0.096
1670857577,1.014,0.088
1670857577,1.014,0.086
1670857577,1.013,0.086
1670857577,1.012,0.089
1670857577,1.01,0.09
1670857577,1.012,0.087
1670857577,1.015,0.091
1670857577,1.012,0.092
1670857577,1.012,0.096
1670857577,1.014,0.091
1670857577,1.018,0.092
1670857577,1.015,0.09
1670857577,1.015,0.09
1670857577,1.013,0.092
1670857577,1.011,0.085
1670857578,1.012,0.089
1670857578,1.014,0.096
1670857578,1.013,0.096
1670857578,1.009,0.096
1670857578,1.014,0.085
1670857578,1.013,0.091
1670857578,1.013,0.088
1670857578,1.012,0.093
1670857578,1.013,0.089
1670857578,1.016,0.089
1670857578,1.016,0.08
1670857578,1.014,0.087
1670857578,1.017,0.089
1670857578,1.013,0.087
1670857578,1.015,0.09
1670857578,1.012,0.095
1670857578,1.017,0.09
1670857578,1.013,0.091
1670857578,1.014,0.09
1670857578,1.013,0.094
1670857579,1.014,0.093
1670857579,1.014,0.084
1670857579,1.014,0.093
1670857579,1.014,0.094
1670857579,1.014,0.087
1670857579,1.015,0.099
1670857579,1.013,0.085
1670857579,1.013,0.09
1670857579,1.015,0.101
1670857579,1.012,0.092
1670857579,1.012,0.09
1670857579,1.016,0.098
1670857579,1.011,0.093
1670857579,1.014,0.093
1670857579,1.012,0.096
1670857579,1.01,0.096
1670857579,1.012,0.083
1670857579,1.015,0.081
1670857579,1.016,0.085
1670857579,1.011,0.087
1670857580,1.015,0.092
1670857580,1.015,0.087
1670857580,1.014,0.089
1670857580,1.012,0.093
1670857580,1.012,0.089
1670857580,1.014,0.091
1670857580,1.015,0.086
1670857580,1.013,0.092
1670857580,1.013,0.088
1670857580,1.013,0.086
1670857580,1.015,0.09
1670857580,0.998,0.099
1670857580,1.013,0.092
1670857580,1.015,0.078
1670857580,1.017,0.089
1670857580,1.017,0.094
1670857580,1.014,0.093
1670857580,1.017,0.091
1670857580,1.015,0.088
1670857580,1.014,0.088
1670857581,1.011,0.089
1670857581,1.015,0.093
1670857581,1.016,0.089
1670857581,1.015,0.094
1670857581,1.015,0.079
1670857581,1.014,0.091
1670857581,1.017,0.084
1670857581,1.016,0.088
1670857581,1.015,0.088
1670857581,1.015,0.094
1670857581,1.013,0.066
1670857581,1.019,0.084
1670857581,1.013,0.089
1670857581,1.016,0.083
1670857581,1.014,0.085
1670857581,1.016,0.084
1670857581,1.011,0.101
1670857581,1.014,0.091
1670857581,1.014,0.068
1670857581,1.011,0.102
1670857582,1.014,0.104
1670857582,1.017,0.099
1670857582,1.014,0.074
1670857582,1.015,0.088
1670857582,1.017,0.074
1670857582,1.014,0.108
1670857582,1.017,0.081
1670857582,1.017,0.062
1670857582,1.014,0.067
1670857582,1.014,0.135
1670857582,1.016,0.101
1670857582,1.013,0.044
1670857582,1.016,0.092
1670857582,1.01,0.09
1670857582,1.016,0.117
1670857582,1.012,0.1
1670857582,1.015,0.103
1670857582,1.01,0.048
1670857582,1.014,0.063
1670857582,1.014,0.096
1670857583,1.014,0.081
1670857583,1.013,0.092
1670857583,1.012,0.069
1670857583,1.016,0.064
1670857583,1.017,0.103
1670857583,1.012,0.075
1670857583,1.015,0.107
1670857583,1.017,0.126
1670857583,1.015,0.083
1670857583,1.014,0.063
1670857583,1.013,0.126
1670857583,1.016,0.096
1670857583,1.01,0.083
1670857583,1.015,0.098
1670857583,1.016,0.127
1670857583,1.012,0.107
1670857583,1.013,0.07
1670857583,1.015,0.123
1670857583,1.014,0.101
1670857583,1.011,0.119
1670857584,1.015,0.125
1670857584,1.015,0.085
1670857584,1.012,0.092
1670857584,1.015,0.091
1670857584,1.013,0.089
1670857584,1.014,0.106
1670857584,1.013,0.124
1670857584,1.011,0.044
1670857584,1.008,0.038
1670857584,1.014,0.122
1670857584,1.01,0.071
1670857584,1.015,0.106
1670857584,1.02,0.148
1670857584,1.01,0.081
1670857584,1.016,0.088
1670857584,1.013,0.12
1670857584,1.015,0.141
1670857584,1.016,0.134
1670857584,1.015,0.076
1670857584,1.013,0.109
1670857585,1.016,0.049
1670857585,1.012,0.064
1670857585,1.015,0.087
1670857585,1.013,0.103
1670857585,1.02,0.1
1670857585,1.011,0.073
1670857585,1.015,0.106
1670857585,1.013,0.076
1670857585,1.013,0.103
1670857585,1.018,0.102
1670857585,1.015,0.106
1670857585,1.014,0.083
1670857585,1.013,0.102
1670857585,1.014,0.151
1670857585,1.019,0.124
1670857585,1.011,0.042
1670857585,1.011,0.075
1670857585,1.015,0.111
1670857585,1.014,0.107
1670857585,1.014,0.078
1670857586,1.015,0.116
1670857586,1.013,0.067
1670857586,1.014,0.101
1670857586,1.015,0.074
1670857586,1.014,0.087
1670857586,1.014,0.085
1670857586,1.014,0.088
1670857586,1.016,0.12
1670857586,1.018,0.08
1670857586,1.014,0.115
1670857586,1.016,0.101
1670857586,1.014,0.086
1670857586,1.016,0.089
1670857586,1.013,0.08
1670857586,1.013,0.099
1670857586,1.013,0.09
1670857586,1.013,0.097
1670857586,1.016,0.095
1670857586,1.017,0.111
1670857586,1.016,0.102
1670857587,1.013,0.083
1670857587,1.014,0.11
1670857587,1.015,0.082
1670857587,1.015,0.103
1670857587,1.012,0.056
1670857587,1.013,0.096
1670857587,1.015,0.093
1670857587,1.018,0.094
1670857587,1.012,0.091
1670857587,1.015,0.086
1670857587,1.013,0.091
1670857587,1.012,0.091
1670857587,1.017,0.096
1670857587,1.018,0.093
1670857587,1.015,0.101
1670857587,1.014,0.092
1670857587,1.016,0.09
1670857587,1.015,0.093
1670857587,1.013,0.096
1670857587,1.013,0.083
1670857588,1.016,0.085
1670857588,1.015,0.092
1670857588,1.013,0.095
1670857588,1.013,0.087
1670857588,1.01,0.093
1670857588,1.011,0.088
1670857588,1.013,0.092
1670857588,1.016,0.087
1670857588,1.014,0.089
1670857588,1.016,0.087
1670857588,1.015,0.086
1670857588,1.014,0.101
1670857588,1.013,0.094
1670857588,1.015,0.087
1670857588,1.016,0.09
1670857588,1.013,0.09
1670857588,1.013,0.092
1670857588,1.019,0.086
1670857588,1.014,0.096
1670857588,1.016,0.095
1670857589,1.016,0.085
1670857589,1.013,0.098
1670857589,1.014,0.088
1670857589,1.012,0.086
1670857589,1.014,0.092
1670857589,1.013,0.092
1670857589,1.013,0.091
1670857589,1.016,0.095
1670857589,1.012,0.086
1670857589,1.015,0.089
1670857589,1.018,0.105
1670857589,1.016,0.1
1670857589,1.015,0.089
1670857589,1.017,0.098
1670857589,1.017,0.087
1670857589,1.014,0.089
1670857589,1.017,0.089
1670857589,1.012,0.096
1670857589,1.015,0.087
1670857589,1.015,0.094
1670857590,1.015,0.092
1670857590,1.013,0.081
1670857590,1.013,0.095
1670857590,1.016,0.09
1670857590,1.014,0.089
1670857590,1.013,0.092
1670857590,1.013,0.087
1670857590,1.015,0.084
1670857590,1.017,0.096
1670857590,1.013,0.092
1670857590,1.012,0.089
1670857590,1.014,0.091
1670857590,1.015,0.089
1670857590,1.011,0.087
1670857590,1.01,0.086
1670857590,1.013,0.087
1670857590,1.016,0.086
1670857590,1.014,0.092
1670857590,1.016,0.091
1670857590,1.017,0.089
1670857591,1.014,0.097
1670857591,1.012,0.087
1670857591,1.014,0.086
1670857591,1.014,0.094
1670857591,1.014,0.088
1670857591,1.016,0.091
1670857591,1.014,0.097
1670857591,1.016,0.088
1670857591,1.018,0.088
1670857591,1.018,0.095
1670857591,1.017,0.097
1670857591,1.012,0.082
1670857591,1.017,0.089
1670857591,1.013,0.083
1670857591,1.017,0.089
1670857591,1.014,0.097
1670857591,1.013,0.088
1670857591,1.013,0.09
1670857591,1.016,0.09
1670857591,1.013,0.098
1670857592,1.016,0.094
1670857592,1.013,0.093
1670857592,1.014,0.1
1670857592,1.016,0.093
1670857592,1.012,0.092
1670857592,1.016,0.09
1670857592,1.016,0.082
1670857592,1.01,0.097
1670857592,1.014,0.091
1670857592,1.019,0.09
1670857592,1.017,0.092
1670857592,1.017,0.097
1670857592,1.013,0.091
1670857592,1.013,0.088
1670857592,1.013,0.085
1670857592,1.013,0.093
1670857592,1.014,0.098
1670857592,1.013,0.094
1670857592,1.015,0.078
1670857592,1.014,0.092
1670857593,1.014,0.084
1670857593,1.014,0.094
1670857593,1.014,0.102
1670857593,1.012,0.088
1670857593,1.009,0.086
1670857593,1.014,0.096
1670857593,1.011,0.1
1670857593,1.015,0.096
1670857593,1.013,0.087
1670857593,1.014,0.088
1670857593,1.01,0.094
1670857593,1.015,0.088
1670857593,1.013,0.098
1670857593,1.014,0.093
1670857593,1.013,0.091
1670857593,1.014,0.095
1670857593,1.015,0.089
1670857593,1.013,0.084
1670857593,1.012,0.101
1670857593,1.014,0.092
1670857594,1.012,0.09
1670857594,1.013,0.094
1670857594,1.012,0.091
1670857594,1.013,0.092
1670857594,1.017,0.091
1670857594,1.013,0.093
1670857594,1.011,0.094
1670857594,1.013,0.097
1670857594,1.014,0.092
1670857594,1.012,0.094
1670857594,1.017,0.097
1670857594,1.015,0.09
1670857594,1.013,0.096
1670857594,1.015,0.097
1670857594,1.017,0.085
1670857594,1.015,0.086
1670857594,1.011,0.093
1670857594,1.013,0.09
1670857594,1.012,0.086
1670857594,1.017,0.091
1670857595,1.015,0.092
1670857595,1.014,0.095
1670857595,1.016,0.088
1670857595,1.014,0.091
1670857595,1.015,0.087
1670857595,1.013,0.094
1670857595,1.013,0.101
1670857595,1.013,0.086
1670857595,1.008,0.099
1670857595,1.016,0.088
1670857595,1.016,0.096
1670857595,1.017,0.095
1670857595,1.011,0.087
1670857595,1.014,0.082
1670857595,1.012,0.089
1670857595,1.013,0.092
1670857595,1.013,0.088
1670857595,1.014,0.092
1670857595,1.014,0.102
1670857595,1.012,0.088
1670857596,1.014,0.091
1670857596,1.014,0.095
1670857596,1.013,0.095
1670857596,1.012,0.095
1670857596,1.012,0.093
1670857596,1.013,0.09
1670857596,1.012,0.09
1670857596,1.008,0.1
1670857596,1.011,0.098
1670857596,1.01,0.093
1670857596,1.016,0.097
1670857596,1.012,0.085
1670857596,1.011,0.084
1670857596,1.013,0.093
1670857596,1.013,0.087
1670857596,1.015,0.094
1670857596,1.013,0.087
1670857596,1.014,0.098
1670857596,1.01,0.081
1670857596,1.015,0.078
1670857597,1.015,0.095
1670857597,1.015,0.077
1670857597,1.017,0.11
1670857597,1.016,0.098
1670857597,1.016,0.084
1670857597,1.019,0.081
1670857597,1.014,0.09
1670857597,1.012,0.083
1670857597,1.013,0.078
1670857597,1.014,0.103
1670857597,1.01,0.095
1670857597,1.011,0.103
1670857597,1.014,0.098
1670857597,1.014,0.092
1670857597,1.017,0.092
1670857597,1.015,0.117
1670857597,1.014,0.087
1670857597,1.014,0.057
1670857597,1.013,0.096
1670857597,1.012,0.084
1670857598,1.014,0.094
1670857598,1.014,0.086
1670857598,1.012,0.099
1670857598,1.015,0.093
1670857598,1.015,0.083
1670857598,1.014,0.089
1670857598,1.015,0.093
1670857598,1.013,0.078
1670857598,1.013,0.083
1670857598,1.014,0.143
1670857598,1.011,0.082
1670857598,1.013,0.09
1670857598,1.013,0.057
1670857598,1.014,0.062
1670857598,1.013,0.059
1670857598,1.012,0.121
1670857598,1.012,0.061
1670857598,1.015,0.117
1670857598,1.017,0.113
1670857598,1.018,0.104
