timestamp,brut,prepro,gauss full,detec
1682328781,1738,582,576,0
1682328781,1738,582,576,0
1682328781,1738,582,576,0
1682328781,1738,582,576,0
1682328781,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,1738,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,659,582,576,0
1682328782,709,582,576,0
1682328782,709,582,576,0
1682328782,709,582,576,0
1682328782,709,582,576,0
1682328782,709,582,576,0
1682328782,709,582,576,0
1682328782,1874,582,576,0
1682328782,1874,582,576,0
1682328782,1874,582,576,0
1682328782,1874,582,576,0
1682328783,534,534,574,0
1682328783,534,534,570,0
1682328783,534,534,564,0
1682328783,534,534,557,0
1682328783,534,534,549,0
1682328783,534,534,542,0
1682328783,534,534,536,0
1682328783,534,534,532,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,534,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,973,534,530,0
1682328783,1864,534,530,0
1682328783,1864,534,530,0
1682328783,1864,534,530,0
1682328783,1864,534,530,0
1682328783,1864,534,530,0
1682328783,1864,534,530,0
1682328784,1864,534,530,0
1682328784,1864,534,530,0
1682328784,1864,534,530,0
1682328784,1864,534,530,0
1682328784,1460,534,530,0
1682328784,1460,534,530,0
1682328784,1460,534,530,0
1682328784,1460,534,530,0
1682328784,1460,534,530,0
1682328784,1460,534,530,0
