timestamp,brut,prepro,gauss,detec
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,802,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325623,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1712,509,502,0
1682325624,1980,509,502,0
1682325624,1980,509,502,0
1682325624,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1980,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325625,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
1682325626,1545,509,502,0
